_id,Constituency No,Constituency Name,District Name,Winning Candidate,Sex,Age,Party,Constituency Type,Total Candidates,Total Electors,Valid Votes,Candidate Votes,Turnout %,Candidate Vote Share %,Winning Margin %,Deposit Lost ?
2233,167,VIJAY NAGAR,BANGALORE,GANESH SHANBHOGUE,M,57,IND,General,25,235950,133197,606,56.45,0.45,0.04,Yes
2234,168,CHAMRAJPET,BANGALORE,SYED KHADEER,M,48,IND,General,20,183009,107679,280,58.84,0.26,0.03,Yes
2235,168,CHAMRAJPET,BANGALORE,K.MANI,M,48,IND,General,20,183009,107679,320,58.84,0.3,0.04,Yes
2236,168,CHAMRAJPET,BANGALORE,SYED ASLAM,M,40,NPP,General,20,183009,107679,135,58.84,0.13,0.02,Yes
2237,168,CHAMRAJPET,BANGALORE,C.B.ABDUL SAB,M,46,IND,General,20,183009,107679,79,58.84,0.07,0.01,Yes
2238,168,CHAMRAJPET,BANGALORE,B.K.ASLAM KHAN,M,39,IND,General,20,183009,107679,65,58.84,0.06,0,Yes
2239,168,CHAMRAJPET,BANGALORE,AMJAD KHAN,M,35,IND,General,20,183009,107679,110,58.84,0.1,0.01,Yes
2240,168,CHAMRAJPET,BANGALORE,B.Z.ZAMEER AHMED KHAN  (Winner),M,48,JD(S),General,20,183009,107679,56339,58.84,52.32,28.01,No
2241,168,CHAMRAJPET,BANGALORE,S.N.HARISH NARAYAN,M,37,IND,General,20,183009,107679,209,58.84,0.19,0.04,Yes
2242,168,CHAMRAJPET,BANGALORE,ASIF PASHA,M,35,IND,General,20,183009,107679,101,58.84,0.09,0.02,Yes
2243,168,CHAMRAJPET,BANGALORE,B.V.GANESH,M,42,IND,General,20,183009,107679,250,58.84,0.23,0.04,Yes
2244,168,CHAMRAJPET,BANGALORE,USMAN BAIG,M,54,SDP,General,20,183009,107679,2942,58.84,2.73,1.88,Yes
2245,168,CHAMRAJPET,BANGALORE,B.S.GOWDA,M,32,JD(U),General,20,183009,107679,161,58.84,0.15,0.02,Yes
2246,168,CHAMRAJPET,BANGALORE,SHAHTAJ KHANAM,F,41,KJP,General,20,183009,107679,638,58.84,0.59,0.17,Yes
2247,168,CHAMRAJPET,BANGALORE,M.SHIVA KUMAR,M,38,IND,General,20,183009,107679,458,58.84,0.43,0.07,Yes
2248,168,CHAMRAJPET,BANGALORE,C.B.K. RAMA,M,37,IND,General,20,183009,107679,388,58.84,0.36,0.05,Yes
2249,168,CHAMRAJPET,BANGALORE,ANNAPPA.K,M,25,IND,General,20,183009,107679,330,58.84,0.31,0.01,Yes
2250,168,CHAMRAJPET,BANGALORE,G.A.BAVA  (Runner Up),M,63,INC,General,20,183009,107679,26177,58.84,24.31,7.85,No
2251,168,CHAMRAJPET,BANGALORE,B.V.GANESH,M,58,BJP,General,20,183009,107679,17720,58.84,16.46,13.72,Yes
2252,168,CHAMRAJPET,BANGALORE,SUBRAMANI.T,M,42,IND,General,20,183009,107679,917,58.84,0.85,0.26,Yes
2253,168,CHAMRAJPET,BANGALORE,ASGAR-A-MAHEEN.S.M,M,44,IND,General,20,183009,107679,60,58.84,0.06,0,Yes
2254,169,CHICKPET,BANGALORE,R.V. DEVRAJ  (Winner),M,55,INC,General,16,187694,108814,44714,57.97,41.09,12,No
2255,169,CHICKPET,BANGALORE,K.S. BABU,M,60,IND,General,16,187694,108814,139,57.97,0.13,0.01,Yes
2256,169,CHICKPET,BANGALORE,ABDUL ALEEM TURABI,M,51,IND,General,16,187694,108814,113,57.97,0.1,0.02,Yes
2257,169,CHICKPET,BANGALORE,M.C. NARAYANA GOWDA,M,61,JD(S),General,16,187694,108814,24382,57.97,22.41,17.98,No
2258,169,CHICKPET,BANGALORE,MUJAHID PASHA.A,M,31,SDPI,General,16,187694,108814,4821,57.97,4.43,3.55,Yes
2259,169,CHICKPET,BANGALORE,KHAMAR TAJ,F,38,KJP,General,16,187694,108814,953,57.97,0.88,0.46,Yes
2260,169,CHICKPET,BANGALORE,M.K. SHANMUGARAJ,M,44,IND,General,16,187694,108814,454,57.97,0.42,0.05,Yes
2261,169,CHICKPET,BANGALORE,R. NAGARAJA,M,55,IND,General,16,187694,108814,396,57.97,0.36,0.06,Yes
2262,169,CHICKPET,BANGALORE,R. VASANTH KUMAR,M,43,IND,General,16,187694,108814,235,57.97,0.22,0.09,Yes
2263,169,CHICKPET,BANGALORE,K. RAVICHANDRA RAO,M,42,IND,General,16,187694,108814,258,57.97,0.24,0.02,Yes
2264,169,CHICKPET,BANGALORE,AMBROSE D'MELLO,M,45,IND,General,16,187694,108814,133,57.97,0.12,0.02,Yes
2265,169,CHICKPET,BANGALORE,UDAY.B.GARUDACHAR  (Runner Up),M,53,BJP,General,16,187694,108814,31655,57.97,29.09,6.68,No
2266,169,CHICKPET,BANGALORE,ASGAR 'A' MAHEEN.S.M,M,44,IND,General,16,187694,108814,89,57.97,0.08,0.01,Yes
2267,169,CHICKPET,BANGALORE,KURAM PASHA,M,36,IND,General,16,187694,108814,74,57.97,0.07,0,Yes
2268,169,CHICKPET,BANGALORE,M. ADHI MULAM,M,38,IND,General,16,187694,108814,71,57.97,0.07,0,Yes
2269,169,CHICKPET,BANGALORE,S. PADMANABHA,M,64,IND,General,16,187694,108814,327,57.97,0.3,0.06,Yes
2270,170,BASAVANAGUDI,BANGALORE,RAVI SUBRAMANYA.L.A.  (Winner),M,55,BJP,General,18,198604,103647,43876,52.19,42.33,19.02,No
2271,170,BASAVANAGUDI,BANGALORE,K.N.VENKATESH,M,49,IND,General,18,198604,103647,281,52.19,0.27,0.03,Yes
2272,170,BASAVANAGUDI,BANGALORE,N.RAVI,M,50,SUCI,General,18,198604,103647,253,52.19,0.24,0.01,Yes
2273,170,BASAVANAGUDI,BANGALORE,DR.NAGESH.M.N.,M,46,IND,General,18,198604,103647,200,52.19,0.19,0.03,Yes
2274,170,BASAVANAGUDI,BANGALORE,T.K.PREMKUMAR,M,49,PPOI,General,18,198604,103647,168,52.19,0.16,0.01,Yes
2275,170,BASAVANAGUDI,BANGALORE,GOPAL.K.,M,38,IND,General,18,198604,103647,158,52.19,0.15,0.05,Yes
2276,170,BASAVANAGUDI,BANGALORE,DR.KODUR VENKATESH,M,51,IND,General,18,198604,103647,110,52.19,0.11,0.02,Yes
2277,170,BASAVANAGUDI,BANGALORE,N.HEMANTH KUMAR GOWDA,M,33,JD(U),General,18,198604,103647,88,52.19,0.08,0.01,Yes
2278,170,BASAVANAGUDI,BANGALORE,ARUNKUMAR.P.,M,42,IND,General,18,198604,103647,79,52.19,0.08,0,Yes
2279,170,BASAVANAGUDI,BANGALORE,K.BAGEGOWDA  (Runner Up),M,56,JD(S),General,18,198604,103647,24163,52.19,23.31,2.48,No
2280,170,BASAVANAGUDI,BANGALORE,B.K.CHANDRASHEKAR,M,76,INC,General,18,198604,103647,21588,52.19,20.83,12.08,No
2281,170,BASAVANAGUDI,BANGALORE,RAVIKIRAN,M,55,KJP,General,18,198604,103647,1741,52.19,1.68,1.17,Yes
2282,170,BASAVANAGUDI,BANGALORE,SHIVAKUMAR.V.,M,32,IND,General,18,198604,103647,528,52.19,0.51,0.05,Yes
2283,170,BASAVANAGUDI,BANGALORE,L.RAMESH,M,39,BSP,General,18,198604,103647,481,52.19,0.46,0.14,Yes
2284,170,BASAVANAGUDI,BANGALORE,YOGESH,M,30,IND,General,18,198604,103647,243,52.19,0.23,0.04,Yes
2285,170,BASAVANAGUDI,BANGALORE,SHANTHALA DHAMLE,F,40,LSP,General,18,198604,103647,9071,52.19,8.75,7.07,Yes
2286,170,BASAVANAGUDI,BANGALORE,V.NANJUNDA,M,31,LJP,General,18,198604,103647,286,52.19,0.28,0,Yes
2287,170,BASAVANAGUDI,BANGALORE,K.N.CHANDRASHEKAR,M,35,IND,General,18,198604,103647,333,52.19,0.32,0.05,Yes
2288,171,PADMANABA NAGAR,BANGALORE,T.S.SRIDHAR,M,44,IND,General,15,219754,128353,223,58.41,0.17,0.02,Yes
2289,171,PADMANABA NAGAR,BANGALORE,SANTHOSH G,M,40,JD(U),General,15,219754,128353,203,58.41,0.16,0.03,Yes
2290,171,PADMANABA NAGAR,BANGALORE,H.C. KRISHNAMURTHY,M,52,IND,General,15,219754,128353,139,58.41,0.11,0,Yes
2291,171,PADMANABA NAGAR,BANGALORE,K.C.SRINIVASA,M,32,IND,General,15,219754,128353,266,58.41,0.21,0.03,Yes
2292,171,PADMANABA NAGAR,BANGALORE,DR.M.R.V.PRASAD,M,62,JD(S),General,15,219754,128353,26272,58.41,20.47,17.72,No
2293,171,PADMANABA NAGAR,BANGALORE,SYED ZUBAIR,M,33,IND,General,15,219754,128353,395,58.41,0.31,0.05,Yes
2294,171,PADMANABA NAGAR,BANGALORE,R ASHOKA  (Winner),M,55,BJP,General,15,219754,128353,53680,58.41,41.82,15.68,No
2295,171,PADMANABA NAGAR,BANGALORE,RAJKATTE MANJUNATH N,M,39,IND,General,15,219754,128353,2386,58.41,1.86,0.9,Yes
2296,171,PADMANABA NAGAR,BANGALORE,S.LAKSHMI NARAYANA,M,40,IND,General,15,219754,128353,168,58.41,0.13,0.02,Yes
2297,171,PADMANABA NAGAR,BANGALORE,SYED ANSAR,M,47,IND,General,15,219754,128353,3531,58.41,2.75,0.34,Yes
2298,171,PADMANABA NAGAR,BANGALORE,S.N.SREERAMA,M,62,KJP,General,15,219754,128353,3089,58.41,2.41,0.16,Yes
2299,171,PADMANABA NAGAR,BANGALORE,L.S.CHETHAN GOWDA  (Runner Up),M,30,INC,General,15,219754,128353,33557,58.41,26.14,5.68,No
2300,171,PADMANABA NAGAR,BANGALORE,WG CDR G.B.ATHRI (RETD),M,58,IND,General,15,219754,128353,335,58.41,0.26,0.05,Yes
2301,171,PADMANABA NAGAR,BANGALORE,SUMITRA IYENGAR,F,56,LSP,General,15,219754,128353,2880,58.41,2.24,0.38,Yes
2302,171,PADMANABA NAGAR,BANGALORE,ABDUL RAZACK KHAN,M,36,BSP,General,15,219754,128353,1229,58.41,0.96,0.65,Yes
2303,172,B.T.M LAYOUT,BANGALORE,J. RAMESH REDDY,M,36,JD(S),General,9,206974,110486,8346,53.38,7.55,1.58,Yes
2304,172,B.T.M LAYOUT,BANGALORE,SRINIVASA,M,38,KJP,General,9,206974,110486,1902,53.38,1.72,0.52,Yes
2305,172,B.T.M LAYOUT,BANGALORE,N. SUDHAKAR  (Runner Up),M,36,BJP,General,9,206974,110486,20664,53.38,18.7,11.15,No
2306,172,B.T.M LAYOUT,BANGALORE,THYAGARAJ,M,28,BDBRAJP,General,9,206974,110486,309,53.38,0.28,0,Yes
2307,172,B.T.M LAYOUT,BANGALORE,RAVI KRISHNA REDDY,M,38,LSP,General,9,206974,110486,6596,53.38,5.97,4.25,Yes
2308,172,B.T.M LAYOUT,BANGALORE,HARIRAM .A,M,35,BSP,General,9,206974,110486,1311,53.38,1.19,0.9,Yes
2309,172,B.T.M LAYOUT,BANGALORE,RAMALINGAREDDY  (Winner),M,60,INC,General,9,206974,110486,69712,53.38,63.1,44.39,No
2310,172,B.T.M LAYOUT,BANGALORE,R. RAVINDRAKUMAR,M,51,IND,General,9,206974,110486,1324,53.38,1.2,0.01,Yes
2311,172,B.T.M LAYOUT,BANGALORE,MOHAMMED SADIQ,M,33,IND,General,9,206974,110486,322,53.38,0.29,0.01,Yes
2312,173,JAYANAGAR,BANGALORE,RAJESH.K.,M,39,BSRCP,General,18,170907,95565,157,55.92,0.16,0.02,Yes
2313,173,JAYANAGAR,BANGALORE,MANJUNATHA.N,M,25,IND,General,18,170907,95565,309,55.92,0.32,0.1,Yes
2314,173,JAYANAGAR,BANGALORE,MOHAMMED KALEEMULLA,M,42,RCMP,General,18,170907,95565,168,55.92,0.18,0.01,Yes
2315,173,JAYANAGAR,BANGALORE,DR KODUR VENKATESH,M,51,IND,General,18,170907,95565,214,55.92,0.22,0.05,Yes
2316,173,JAYANAGAR,BANGALORE,B.N. VIJAYAKUMAR  (Winner),M,54,BJP,General,18,170907,95565,43990,55.92,46.03,12.88,No
2317,173,JAYANAGAR,BANGALORE,DILIP RAJ,M,37,IND,General,18,170907,95565,107,55.92,0.11,0.01,Yes
2318,173,JAYANAGAR,BANGALORE,MAGIC RAMESH,M,53,IND,General,18,170907,95565,216,55.92,0.23,0,Yes
2319,173,JAYANAGAR,BANGALORE,C.K.RAVI CHANDRA,M,52,IND,General,18,170907,95565,369,55.92,0.39,0.06,Yes
2320,173,JAYANAGAR,BANGALORE,MOULA.,M,44,IND,General,18,170907,95565,142,55.92,0.15,0.04,Yes
2321,173,JAYANAGAR,BANGALORE,SHASHIKALA,F,39,BSP,General,18,170907,95565,434,55.92,0.45,0.07,Yes
2322,173,JAYANAGAR,BANGALORE,MAASTHI ZAKIR ALI KHAN,M,44,IND,General,18,170907,95565,745,55.92,0.78,0.08,Yes
2323,173,JAYANAGAR,BANGALORE,SUNIL KUMAR. S,M,28,IND,General,18,170907,95565,538,55.92,0.56,0.11,Yes
2324,173,JAYANAGAR,BANGALORE,RAVIKUMAR.V.,M,42,KJP,General,18,170907,95565,1457,55.92,1.52,0.75,Yes
2325,173,JAYANAGAR,BANGALORE,M.C.VENUGOPAL  (Runner Up),M,52,INC,General,18,170907,95565,31678,55.92,33.15,20.49,No
2326,173,JAYANAGAR,BANGALORE,K.S.SAMEEULLA,M,50,JD(S),General,18,170907,95565,12097,55.92,12.66,10.38,Yes
2327,173,JAYANAGAR,BANGALORE,ROHITH PATEL,M,28,LSP,General,18,170907,95565,2182,55.92,2.28,0.76,Yes
2328,173,JAYANAGAR,BANGALORE,AJMAL PASHA,M,27,IND,General,18,170907,95565,95,55.92,0.1,0,Yes
2329,173,JAYANAGAR,BANGALORE,LAKSHMINARAYANA.,M,59,IND,General,18,170907,95565,667,55.92,0.7,0.13,Yes
2330,174,MAHADEVAPURA,BANGALORE,ARVIND LIMBAVALI  (Winner),M,46,BJP,SC,10,368393,226749,110244,61.55,48.62,2.71,No
2331,174,MAHADEVAPURA,BANGALORE,VENKATESH.N,M,42,BSP,SC,10,368393,226749,786,61.55,0.35,0.14,Yes
2332,174,MAHADEVAPURA,BANGALORE,MUNIRAJA.P,M,40,IND,SC,10,368393,226749,467,61.55,0.21,0,Yes
2333,174,MAHADEVAPURA,BANGALORE,A.C.SRINIVAS  (Runner Up),M,46,INC,SC,10,368393,226749,104095,61.55,45.91,43.44,No
2334,174,MAHADEVAPURA,BANGALORE,N.GOVARDHAN,M,48,JD(S),SC,10,368393,226749,5604,61.55,2.47,1.71,Yes
2335,174,MAHADEVAPURA,BANGALORE,NAGESH.T,M,38,IND,SC,10,368393,226749,438,61.55,0.19,0,Yes
2336,174,MAHADEVAPURA,BANGALORE,MUNIYAPPA,M,47,KJP,SC,10,368393,226749,1393,61.55,0.61,0.27,Yes
2337,174,MAHADEVAPURA,BANGALORE,MAYUR PATEL,M,31,BSRCP,SC,10,368393,226749,1532,61.55,0.68,0.06,Yes
2338,174,MAHADEVAPURA,BANGALORE,M.MANJUNATH,M,52,BDBRAJP,SC,10,368393,226749,461,61.55,0.2,0.01,Yes
2339,174,MAHADEVAPURA,BANGALORE,R.L.SRINIVASA,M,28,IND,SC,10,368393,226749,1729,61.55,0.76,0.09,Yes
2340,175,BOMMANAHALLI,BANGALORE,SATHISH REDDY.M  (Winner),M,41,BJP,General,10,323091,174734,86552,54.08,49.53,14.8,No
2341,175,BOMMANAHALLI,BANGALORE,NAGABHUSHANA.C  (Runner Up),M,46,INC,General,10,323091,174734,60700,54.08,34.74,27.92,No
2342,175,BOMMANAHALLI,BANGALORE,R.SHARASCHANDRA(BABU),M,50,JD(S),General,10,323091,174734,10621,54.08,6.08,5.03,Yes
2343,175,BOMMANAHALLI,BANGALORE,DR.ASHWIN MAHESH,M,43,LSP,General,10,323091,174734,11915,54.08,6.82,0.74,Yes
2344,175,BOMMANAHALLI,BANGALORE,S.N.JAGADISH REDDY,M,36,IND,General,10,323091,174734,285,54.08,0.16,0,Yes
2345,175,BOMMANAHALLI,BANGALORE,B.RAMESH REDDY,M,40,KJP,General,10,323091,174734,1832,54.08,1.05,0.38,Yes
2346,175,BOMMANAHALLI,BANGALORE,AFSAR PASHA,M,30,BSP,General,10,323091,174734,763,54.08,0.44,0.17,Yes
2347,175,BOMMANAHALLI,BANGALORE,YOGESH DEVARAJ,M,44,IND,General,10,323091,174734,1161,54.08,0.66,0.23,Yes
2348,175,BOMMANAHALLI,BANGALORE,SRINIVAS.S.T,M,32,BSRCP,General,10,323091,174734,433,54.08,0.25,0.08,Yes
2349,175,BOMMANAHALLI,BANGALORE,NAGABHUSHAN.R,M,38,IND,General,10,323091,174734,472,54.08,0.27,0.02,Yes
2350,176,BANGALORE SOUTH,BANGALORE,SUNDARAPPA,M,61,JD(U),General,14,447562,250737,335,56.02,0.13,0,Yes
2351,176,BANGALORE SOUTH,BANGALORE,N.S. RAVICHANDRA,M,33,BSRCP,General,14,447562,250737,509,56.02,0.2,0.04,Yes
2352,176,BANGALORE SOUTH,BANGALORE,K GURURAJ,M,33,IND,General,14,447562,250737,407,56.02,0.16,0.01,Yes
2353,176,BANGALORE SOUTH,BANGALORE,M. KRISHNAPPA  (Winner),M,50,BJP,General,14,447562,250737,102207,56.02,40.76,12.03,No
2354,176,BANGALORE SOUTH,BANGALORE,T.N KAMAL,M,29,IND,General,14,447562,250737,639,56.02,0.25,0.05,Yes
2355,176,BANGALORE SOUTH,BANGALORE,DR.TEJASWINI GOWDA,F,46,INC,General,14,447562,250737,63849,56.02,25.46,23.89,No
2356,176,BANGALORE SOUTH,BANGALORE,ASHISH KAPUR,M,40,IND,General,14,447562,250737,394,56.02,0.16,0.02,Yes
2357,176,BANGALORE SOUTH,BANGALORE,JAGADISH REDDY,M,34,KJP,General,14,447562,250737,3936,56.02,1.57,0.78,Yes
2358,176,BANGALORE SOUTH,BANGALORE,R. PRABHAKARA REDDY  (Runner Up),M,42,JD(S),General,14,447562,250737,72045,56.02,28.73,3.27,No
2359,176,BANGALORE SOUTH,BANGALORE,G.A. GREGORY,M,46,IND,General,14,447562,250737,1347,56.02,0.54,0.12,Yes
2360,176,BANGALORE SOUTH,BANGALORE,E KRISHNAPPA,M,42,IND,General,14,447562,250737,1040,56.02,0.41,0.14,Yes
2361,176,BANGALORE SOUTH,BANGALORE,A. CHOWARAPPA,M,48,IND,General,14,447562,250737,691,56.02,0.28,0.02,Yes
2362,176,BANGALORE SOUTH,BANGALORE,VASANTH,M,43,BSP,General,14,447562,250737,1363,56.02,0.54,0.01,Yes
2363,176,BANGALORE SOUTH,BANGALORE,MURALI MOHAN,M,47,IND,General,14,447562,250737,1975,56.02,0.79,0.24,Yes
2364,177,ANEKAL,BANGALORE,GOPINATHA G.M.,M,31,IND,SC,10,270767,186461,430,68.86,0.23,0,Yes
2365,177,ANEKAL,BANGALORE,A. NARAYANASWAMY  (Runner Up),M,54,BJP,SC,10,270767,186461,65282,68.86,35.01,31.09,No
2366,177,ANEKAL,BANGALORE,SHIVANNA B.  (Winner),M,46,INC,SC,10,270767,186461,105464,68.86,56.56,21.55,No
2367,177,ANEKAL,BANGALORE,SUKUNDHA V.,M,32,KRRS,SC,10,270767,186461,436,68.86,0.23,0,Yes
2368,177,ANEKAL,BANGALORE,D. MAHADESH,M,38,CPM,SC,10,270767,186461,1923,68.86,1.03,0.3,Yes
2369,177,ANEKAL,BANGALORE,SRINIVASA P.,M,34,BSP,SC,10,270767,186461,1365,68.86,0.73,0.2,Yes
2370,177,ANEKAL,BANGALORE,R. KRISHNAMURTHY,M,59,KJP,SC,10,270767,186461,2369,68.86,1.27,0.24,Yes
2371,177,ANEKAL,BANGALORE,A. NARAYANASWAMY,M,34,IND,SC,10,270767,186461,1000,68.86,0.54,0.06,Yes
2372,177,ANEKAL,BANGALORE,MANJUNATHA,M,35,BSRCP,SC,10,270767,186461,885,68.86,0.47,0.24,Yes
2373,177,ANEKAL,BANGALORE,ANEKAL KESHAVA,M,34,JD(S),SC,10,270767,186461,7307,68.86,3.92,2.65,Yes
2374,178,HOSAKOTE,BANGALORE RURAL,M.T.B. NAGARAJ  (Winner),M,61,INC,General,11,182905,166395,85238,90.97,51.23,4.29,No
2375,178,HOSAKOTE,BANGALORE RURAL,B N BACHEGOWDA  (Runner Up),M,71,BJP,General,11,182905,166395,78099,90.97,46.94,46.15,No
2376,178,HOSAKOTE,BANGALORE RURAL,V.SRIDHAR,M,38,JD(S),General,11,182905,166395,1304,90.97,0.78,0.5,Yes
2377,178,HOSAKOTE,BANGALORE RURAL,M.PREMSAGAR,M,35,IND,General,11,182905,166395,92,90.97,0.06,0,Yes
2378,178,HOSAKOTE,BANGALORE RURAL,ANANDA .M.G,M,46,IND,General,11,182905,166395,88,90.97,0.05,0,Yes
2379,178,HOSAKOTE,BANGALORE RURAL,N. NAGARAJ (N.T.B),M,37,IND,General,11,182905,166395,225,90.97,0.14,0,Yes
2380,178,HOSAKOTE,BANGALORE RURAL,A.N.BACHE GOWDA,M,57,IND,General,11,182905,166395,280,90.97,0.17,0.02,Yes
2381,178,HOSAKOTE,BANGALORE RURAL,B.N.ANANDA,M,42,IND,General,11,182905,166395,125,90.97,0.08,0.02,Yes
2382,178,HOSAKOTE,BANGALORE RURAL,H.R. SHANKAR,M,53,IND,General,11,182905,166395,247,90.97,0.15,0.01,Yes
2383,178,HOSAKOTE,BANGALORE RURAL,UPENDRA MADIGA,M,30,BSP,General,11,182905,166395,474,90.97,0.28,0.12,Yes
2384,178,HOSAKOTE,BANGALORE RURAL,T.V.MANJUNATHA GOWDA,M,42,IND,General,11,182905,166395,223,90.97,0.13,0.06,Yes
2385,179,DEVANAHALLI,BANGALORE RURAL,SHIVAPPA M,M,34,IND,SC,11,185376,153547,419,82.83,0.27,0.08,Yes
2386,179,DEVANAHALLI,BANGALORE RURAL,RAMA NAIK,M,63,IND,SC,11,185376,153547,297,82.83,0.19,0.04,Yes
2387,179,DEVANAHALLI,BANGALORE RURAL,PILLA MUNISHAMAPPA  (Winner),M,48,JD(S),SC,11,185376,153547,70323,82.83,45.8,1.26,No
2388,179,DEVANAHALLI,BANGALORE RURAL,AKKAYAMMA,F,45,IND,SC,11,185376,153547,234,82.83,0.15,0.02,Yes
2389,179,DEVANAHALLI,BANGALORE RURAL,D MUNIRAJU,M,54,IND,SC,11,185376,153547,197,82.83,0.13,0,Yes
2390,179,DEVANAHALLI,BANGALORE RURAL,VENKATASWAMY  (Runner Up),M,43,INC,SC,11,185376,153547,68381,82.83,44.53,38.4,No
2391,179,DEVANAHALLI,BANGALORE RURAL,G CHANDRANNA,M,59,BJP,SC,11,185376,153547,9418,82.83,6.13,5.3,Yes
2392,179,DEVANAHALLI,BANGALORE RURAL,VENKATESH P,M,42,BSP,SC,11,185376,153547,1283,82.83,0.84,0.05,Yes
2393,179,DEVANAHALLI,BANGALORE RURAL,D R NARAYANASWAMY,M,39,BSRCP,SC,11,185376,153547,1201,82.83,0.78,0.18,Yes
2394,179,DEVANAHALLI,BANGALORE RURAL,A HANUMANTHAPPA,M,53,KJP,SC,11,185376,153547,929,82.83,0.61,0.04,Yes
2395,179,DEVANAHALLI,BANGALORE RURAL,K S SWAMY,M,36,IND,SC,11,185376,153547,865,82.83,0.56,0.29,Yes
2396,180,DODDABALLAPUR,BANGALORE RURAL,KUMARA,M,44,BSRCP,General,8,183115,148302,674,80.99,0.45,0,Yes
2397,180,DODDABALLAPUR,BANGALORE RURAL,R CHANDRA THEJASWI,M,52,CPM,General,8,183115,148302,984,80.99,0.66,0.21,Yes
2398,180,DODDABALLAPUR,BANGALORE RURAL,C.CHANNIGAPPA,M,69,JD(S),General,8,183115,148302,34628,80.99,23.35,1.26,No
2399,180,DODDABALLAPUR,BANGALORE RURAL,B MUNEGOWDA  (Runner Up),M,57,IND,General,8,183115,148302,37430,80.99,25.24,1.89,No
2400,180,DODDABALLAPUR,BANGALORE RURAL,J.NARASHIMASWAMY,M,66,BJP,General,8,183115,148302,32753,80.99,22.09,21.06,No
2401,180,DODDABALLAPUR,BANGALORE RURAL,V.NAGENDRA PRASAD,M,38,KJP,General,8,183115,148302,1517,80.99,1.02,0.05,Yes
2402,180,DODDABALLAPUR,BANGALORE RURAL,PURUSHOTHAMA,M,38,BSP,General,8,183115,148302,1439,80.99,0.97,0.31,Yes
2403,180,DODDABALLAPUR,BANGALORE RURAL,T.VENKATARAMANAIAH (APPAKARANAHALLI T.VENKATESH)  (Winner),M,52,INC,General,8,183115,148302,38877,80.99,26.21,0.98,No
2404,181,NELAMANGALA,BANGALORE RURAL,ANJANAMURTHY,M,30,IND,SC,16,182233,139664,436,76.64,0.31,0.08,Yes
2405,181,NELAMANGALA,BANGALORE RURAL,DR C HANUMAIAH,M,73,BSP,SC,16,182233,139664,857,76.64,0.61,0.15,Yes
2406,181,NELAMANGALA,BANGALORE RURAL,B C RAMANNA,M,45,IND,SC,16,182233,139664,456,76.64,0.33,0.01,Yes
2407,181,NELAMANGALA,BANGALORE RURAL,M V NAGARAJU,M,52,BJP,SC,16,182233,139664,19368,76.64,13.87,6.84,Yes
2408,181,NELAMANGALA,BANGALORE RURAL,B RAMAIAH,M,41,BSRCP,SC,16,182233,139664,288,76.64,0.21,0,Yes
2409,181,NELAMANGALA,BANGALORE RURAL,DR K SRINIVASAMURTHY  (Winner),M,52,JD(S),SC,16,182233,139664,60492,76.64,43.31,10.81,No
2410,181,NELAMANGALA,BANGALORE RURAL,DR CHOWDAIAH,M,58,IND,SC,16,182233,139664,480,76.64,0.34,0.02,Yes
2411,181,NELAMANGALA,BANGALORE RURAL,THIRUMALAIAH,M,62,IND,SC,16,182233,139664,209,76.64,0.15,0.04,Yes
2412,181,NELAMANGALA,BANGALORE RURAL,CHELUVARAJU H P,M,51,KJP,SC,16,182233,139664,9821,76.64,7.03,6.42,Yes
2413,181,NELAMANGALA,BANGALORE RURAL,ANJANAMURTHY  (Runner Up),M,72,INC,SC,16,182233,139664,45389,76.64,32.5,18.63,No
2414,181,NELAMANGALA,BANGALORE RURAL,SRINIVASA G M,M,36,IND,SC,16,182233,139664,319,76.64,0.23,0.02,Yes
2415,181,NELAMANGALA,BANGALORE RURAL,B V SATISHCHANDRA,M,77,IND,SC,16,182233,139664,646,76.64,0.46,0.12,Yes
2416,181,NELAMANGALA,BANGALORE RURAL,G KUMARA,M,28,IND,SC,16,182233,139664,155,76.64,0.11,0,Yes
2417,181,NELAMANGALA,BANGALORE RURAL,PUJAPPA N G,M,43,IND,SC,16,182233,139664,252,76.64,0.18,0.03,Yes
2418,181,NELAMANGALA,BANGALORE RURAL,LEPAKSHA S,M,37,JD(U),SC,16,182233,139664,210,76.64,0.15,0,Yes
2419,181,NELAMANGALA,BANGALORE RURAL,GANGABYLAPPA,M,50,BDBRAJP,SC,16,182233,139664,286,76.64,0.2,0.02,Yes
2420,182,MAGADI,RAMANAGARA,A.MANJUNATH  (Runner Up),M,39,INC,General,16,202991,170066,60462,83.78,35.55,19.59,No
2421,182,MAGADI,RAMANAGARA,R.RANGASWAMI,M,34,IND,General,16,202991,170066,217,83.78,0.13,0.02,Yes
2422,182,MAGADI,RAMANAGARA,MAHAMAD APSAR PASHA,M,53,IND,General,16,202991,170066,185,83.78,0.11,0,Yes
2423,182,MAGADI,RAMANAGARA,M.T.RAVIKUMAR,M,31,IND,General,16,202991,170066,1069,83.78,0.63,0.12,Yes
2424,182,MAGADI,RAMANAGARA,C.K.JAGADISH PRASAD,M,35,BJP,General,16,202991,170066,1604,83.78,0.94,0.22,Yes
2425,182,MAGADI,RAMANAGARA,A.G.KRISHNAMURTHY,M,49,BDBRAJP,General,16,202991,170066,1228,83.78,0.72,0.09,Yes
