,constituency,name,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category,age,gender,party,votes,percent_votes,constituency_category
2262,Saundatti Yellamma,Anandkumar Santoshchand Chopra,2,11424524,2028632,Secondary Education,"SSLC From S.K. High School Savadatti , Year- 1994",Belgaum,Own Business,House Wife,Business / Entrepreneurship,Cound't Classify,51,M,IND,56189,36.5559148249591,GEN
2263,Saundatti Yellamma,Vishwas Vasant Vaidya,0,31464285,10818660,Graduates,"B.Com From CSI College of Commerce Dharwad in year 2004, Karnataka University Dharwad",Belgaum,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship,35,M,INC,30018,19.5293643100184,GEN
2264,Saundatti Yellamma,Shamir Karimbeg Jamadar,1,120500,75000,Higher Secondary Education,"PUC,Moorusavira Matt UniversityBailahongala,2012",Belgaum,Agriculture Wage,Housewife,Agriculture / Farming,Education / Academia,26,M,AIMEP,970,0.631070803541803,GEN
2265,Saundatti Yellamma,NOTA,,,,,,,,,,,,,NOTA,960,0.624564918969207,GEN
2266,Saundatti Yellamma,Doddagouda Fakeeragouda Patil,0,190789752,1438210,Primary Education,2nd standard,Belgaum,Agriculture and business,business and house wife,"Business / Entrepreneurship, Agriculture / Farming","Business / Entrepreneurship, Social Work / Activism",59,M,JD(S),758,0.49314605060277,GEN
2267,Saundatti Yellamma,Devindrappa Bhimappa Naik,0,20535585,4735000,Graduates,"B.A, S B Art Degree Mahavidyala, Vijapura, Karnataka University. Year 1973",Belgaum,Retired Officer KAS Super Time Scale,House Wife,Politics / Public Service,Cound't Classify,65,M,IND,701,0.456062508538973,GEN
2268,Saundatti Yellamma,Panchanagouda Kallappa Sanagoudra,0,1031000,750000,Postgraduates,"BED,VSM College Of Education,2009-10",Belgaum,Agriculture and Social Service,Not Given,"Agriculture / Farming, Social Work / Activism",Cound't Classify,30,M,SJPL,616,0.400762489671908,GEN
2269,Saundatti Yellamma,Ishwar Chennappa Melagiri,0,27564417,1175000,Primary Education,"9th std,SK High School,Saundatti",Belgaum,Business and Agriculture,Business and Housewife,"Business / Entrepreneurship, Agriculture / Farming","Business / Entrepreneurship, Not Given",47,M,JD(U),610,0.39685895892835,GEN
2270,Saundatti Yellamma,Mahesh Gurappa Angadi,0,1255000,100000,Postgraduates,"BA,LLB,Hurakadli,Ajjala College,2012-13",Belgaum,Agriculture and Lawyer,Not Given,"Law / Judiciary, Agriculture / Farming",Cound't Classify,43,M,NCP,405,0.263488325190134,GEN
2271,Sedam,Rajkumar,5,106959242,10200000,Graduates,"BA ,From -Nrupatunga Maha College ,Sedam ,Year -1997",Gulbarga,Agriculturalist and Buisnes,Business,"Agriculture / Farming, Business / Entrepreneurship",Business / Entrepreneurship,43,M,BJP,80668,50.8721700195497,GEN
2272,Sedam,Dr. Sharanprakash,0,38037429,540000,Postgraduates,"MD (Skin VD) from M R Medical College, Gulbarga, Gulbarga University Gulbarga in 1995",Gulbarga,Doctor,Doctor,Medicine / Healthcare,Medicine / Healthcare,51,M,INC,73468,46.33158857287,GEN
2273,Sedam,Sunita,0,13920000,1600000,Graduates,"BA Bed,Year -2006",Gulbarga,Not Given,Govt Worker,Cound't Classify,Unknown,34,F,JD(S),2075,1.3085703474806,GEN
2274,Sedam,NOTA,,,,,,,,,,,,,NOTA,1260,0.794601753168947,GEN
2275,Sedam,Rekha Dayanand Hulasagud,0,6560000,,Secondary Education,SSLC From K P S P M Bangalore Year 2007,Gulbarga,House Wife,Government officer,Cound't Classify,Politics / Public Service,27,F,AIMEP,1099,0.693069306930693,GEN
2276,Shahapur,Sharanabasappa Gouda,0,63274991,12500000,Graduates,"BE ,HKI Society Gulbargha",Yadgir,agriculturist,private job,Agriculture / Farming,Cound't Classify,58,M,INC,78642,50.2729655436936,GEN
2277,Shahapur,Guru Patil Sirwal,0,43532889,2615566,Postgraduates,"BA FROM SBR SCHOOL KALBURGI, LLB FROM SET SHANKARLAL LAHUTI LAW COLLEGE KALBURGI",Yadgir,Agricuture,House Wife,Agriculture / Farming,Cound't Classify,47,M,BJP,47668,30.4724157770248,GEN
2278,Shahapur,Ameenraddi Patil,0,9714529,1779619,Graduates,"Completed B.A in Mruthunjaya College, Dharwad from Dharwad University (April 2005).",Yadgir,Agriculturist,Homemaker,Agriculture / Farming,Not Given,34,M,JD(S),23329,14.9133797864859,GEN
2279,Shahapur,Azam Ali,0,300000,,Secondary Education,"SSLC, First Grade College, Surapura, Year January-2005",Yadgir,Social Worker,Not Given,Social Work / Activism,Cound't Classify,32,M,AIMEP,1767,1.12957872530844,GEN
2280,Shahapur,NOTA,,,,,,,,,,,,,NOTA,1422,0.909032794221057,GEN
2281,Shahapur,Manohar,0,5968015,1000000,Graduates,"B.Com. From Government First Grade Degree College, Shahapura",Yadgir,Contractor,Housewife,Consulting / Advisory,Education / Academia,50,M,IND,1197,0.765198491337978,GEN
2282,Shahapur,Basavaraj,0,1530000,,Higher Secondary Education,"PUC Done in Ambedkar College, Rangampeta, Shahapur",Yadgir,"Wage worker, Agiculture",Homemaker,"Agriculture / Farming, Unknown",Not Given,32,M,IND,1017,0.650131049031515,GEN
2283,Shahapur,Bhimaraya,0,4285000,280000,Technical/Professional Courses,"BCA, B.Ed, MBA From Gulbarga University, PT University, Jalandar",Yadgir,Agriculture,Not Given,Agriculture / Farming,Cound't Classify,30,M,JANSAMAP,561,0.358626861855142,GEN
2284,Shahapur,Appa Sahebagouda,0,1031000,130000,Higher Secondary Education,12th from Govt Pre-University College Shahapura,Yadgir,Agriculture,Private Job,Agriculture / Farming,Information Technology,51,M,IND,480,0.306846512817234,GEN
2285,Shahapur,Anwar Hussain,0,2330000,277000,Higher Secondary Education,PUC 2nd year Govt P.U. College Shahapur in 1988-89,Yadgir,Business,House Hold,Business / Entrepreneurship,Cound't Classify,49,M,IND,347,0.221824458224125,GEN
2286,Shanti Nagar,N A Haris,0,1902486142,92089951,Postgraduates,Master of Arts in History from Karnataka State Open University Year 2005,B.B.M.P(Central),"Managing Director, Nalapad Group of Companies",House wife,Business / Entrepreneurship,Not Given,51,M,INC,60009,49.4226651293032,GEN
2287,Shanti Nagar,K Vasudevamurthy,0,29041459,63636,Graduates,"B.Com, LL.B From V.V. Puram Law College Banglore Year 1987",B.B.M.P(Central),Advocate,Home Maker,Law / Judiciary,Not Given,55,M,BJP,41804,34.4292538296821,GEN
2288,Shanti Nagar,N R Sridhar Reddy,0,515585618,43912599,Graduates,B.Com from Reddy Janasangha College Year 1998,B.B.M.P(Central),Business,House wife,Business / Entrepreneurship,Not Given,41,M,JD(S),13569,11.1752594300774,GEN
2289,Shanti Nagar,Renuka Vishwanath,0,103536192,53220,Doctorates,PhD (Doctorate) in Public Finance from University of Paris IX Dauphine,B.B.M.P(Central),Retired Indian Administrative Service Officer (IAS),Deceased Retired Indian Police Service Officer (IPS),Politics / Public Service,Military / Defense,69,F,AAAP,2658,2.189095700873,GEN
2290,Shanti Nagar,NOTA,,,,,,,,,,,,,NOTA,1386,1.1414923406358,GEN
2291,Shanti Nagar,John Paul,1,12000,,Illiterate,Un-Educated,B.B.M.P(Central),Auto Driver,Not Given,Unknown,Cound't Classify,31,M,RMVP,340,0.280019766101136,GEN
2292,Shanti Nagar,Peter Samson Babu,0,112000,,Secondary Education,"7th Standard, Indiranagar High School Bangalore-560032 in 1981",B.B.M.P(Central),Self Employed,House Wife,Business / Entrepreneurship,Cound't Classify,49,M,IND,327,0.269313127985504,GEN
2293,Shanti Nagar,Prabhu Bosco,0,17501300,1100000,Secondary Education,"SSLC failed BBMP High School, Magadi Road, Bengaluru-560026, in 2001",B.B.M.P(Central),Business-Direct Marketing Agency to Tata Motors Finance,House Wife,Business / Entrepreneurship,Cound't Classify,49,M,IND,298,0.245429089112172,GEN
2294,Shanti Nagar,T Dayal Kumar,0,75500,,Secondary Education,SSLC from 515 Army Wort Shop High School in 1993,B.B.M.P(Central),Private Sector,House Wife,Business / Entrepreneurship,Cound't Classify,42,M,IND,183,0.150716521166199,GEN
2295,Shanti Nagar,Syed Asif Bukhari,0,235000,,Graduates,B.A. From C.V. Raman University Year 2016,B.B.M.P(Central),Tea Maker,House Wife,Unknown,Cound't Classify,45,M,IND,141,0.116125844177236,GEN
2296,Shanti Nagar,A A Santosh,0,22450500,25000,Secondary Education,SSLC At RBANM'S high School Banglaore 1989,B.B.M.P(Central),John's medical College (Pvt),Teacher In Govt School,Education / Academia,Education / Academia,48,M,IND,114,0.0938889803986163,GEN
2297,Shanti Nagar,Seven Raj,0,9811571,1000000,Secondary Education,S S L C FROM CORPORATION SCHOOL TASKER TOWN BANGALORE 1979-80,B.B.M.P(Central),BUSINESS,BUSINESS,Business / Entrepreneurship,Business / Entrepreneurship,55,M,KPJP,112,0.0922418053039037,GEN
2298,Shanti Nagar,Nagaraj D S,0,7110000,4600000,Graduates,B.Com,B.B.M.P(Central),Business,House Wife,Business / Entrepreneurship,Cound't Classify,41,M,IND,111,0.0914182177565475,GEN
2299,Shanti Nagar,Narasimha Prasad M,,,,,,,,,,,59,M,AIMEP,105,0.0864766924724098,GEN
2300,Shanti Nagar,Joshua M E Rajan,0,277000,,Secondary Education,"SSLC, Kolar Fiedl (KGF) (In -Completed)",B.B.M.P(Central),Business,House Wife,Business / Entrepreneurship,Cound't Classify,47,M,RPI(A),69,0.0568275407675836,GEN
2301,Shanti Nagar,Anthony Raj S,0,78764039,29331748,Graduates,"Bachelor of Arts, Latin Legum Baccalaureus (B.A., LLB), Al-Amen college of Law, 2014-15 (lncomplete)",B.B.M.P(Central),business,Employed,Business / Entrepreneurship,Cound't Classify,43,M,IND,58,0.0477680777466644,GEN
2302,Shanti Nagar,Chandrashekar S B,0,9320000,,Secondary Education,S.S.L.C. and Diploma in Electronics,B.B.M.P(Central),Social Worker,Not Given,Social Work / Activism,Cound't Classify,41,M,IND,54,0.0444737275572393,GEN
2303,Shanti Nagar,Avinash Dasan,0,50075000,127000,Graduates,BBA Incomplete From Madras University,B.B.M.P(Central),Social Worker,Not Given,Social Work / Activism,Cound't Classify,37,M,IND,46,0.037885027178389,GEN
2304,Shanti Nagar,Abraham Yates,0,8960000,,Secondary Education,"10th, Std. Mount Hermon, Rajajinagar, Bangalore-1991-92",B.B.M.P(Central),Self Business,Not Given,Business / Entrepreneurship,Cound't Classify,42,M,IND,36,0.0296491517048262,GEN
2305,Shiggaon,Basavaraj Bommai,0,89222462,49923550,Graduates,"BE from Mechanical Engineer, BVB College of Engineering",Haveri,Industrialist,House wife,Business / Entrepreneurship,Not Given,58,M,BJP,83868,49.0243987981809,GEN
2306,Shiggaon,Sayed Azeempeer Khadri,0,5864978,,Higher Secondary Education,"PUC pass, govt majeed pu collage, Savanooru. 1980-81",Haveri,Agriculture and business,House Wife,"Business / Entrepreneurship, Agriculture / Farming",Cound't Classify,54,M,INC,74603,43.6086138162432,GEN
2307,Shiggaon,Somanna Urf Swamiling Bevinamarad,3,43429456,5828932,Secondary Education,"SSLC IN SHREE SHARIFA SHIVAYOGISHWARA, SECONDARY SCHOOL, SHISHUVINAHALA, YEAR-1977-78",Haveri,AGRICULTURE AND BUSINESS,AGRICULTURE,"Agriculture / Farming, Business / Entrepreneurship",Agriculture / Farming,56,M,IND,7203,4.21045863193705,GEN
2308,Shiggaon,Ashok Bevinamar,0,78916749,,Graduates,"B.com, G H collage, Haveri. 1982., 10th Sri sarvodhaya high school, annekoppa, soraba. 1977",Haveri,"Business, agriculture and social service",Social service and business,"Business / Entrepreneurship, Agriculture / Farming, Social Work / Activism","Social Work / Activism, Business / Entrepreneurship",56,M,JD(S),1353,0.790885815495049,GEN
2309,Shiggaon,NOTA,,,,,,,,,,,,,NOTA,1089,0.636566631983819,GEN
2310,Shiggaon,Sunil J A,0,670000,81000,Postgraduates,"M.Sc.Physics, Kuvempu University, Shivamoga. Year 2005",Haveri,Lecturer,Primary Teacher,Education / Academia,Education / Academia,37,M,IND,968,0.565837006207839,GEN
2311,Shiggaon,Mainuddin Katib,0,6335000,2000,Postgraduates,Msc in CS.,Haveri,Software Engineer,House Wife,Information Technology,Cound't Classify,27,M,AIMEP,950,0.55531524369571,GEN
2312,Shiggaon,Shivappa Kabanur,0,2939894,255000,Secondary Education,"SSLC, Modern English School, Bankapur. Year-1968-69",Haveri,Agriculture Business,House Hold,"Agriculture / Farming, Business / Entrepreneurship",Cound't Classify,66,M,IND,352,0.205758911348305,GEN
2313,Shiggaon,Hathiwale Sikhandar,0,5380000,800000,Higher Secondary Education,"12th Pass, Majeed Junior Collage, Savanur. Year 1985-86",Haveri,Clothing Business,House Wife,Business / Entrepreneurship,Cound't Classify,51,M,PPRP,237,0.138536539743035,GEN
2314,Shiggaon,Duddusab Kanavalli,0,20575934,,Secondary Education,"10th Pass, Channappa Kunnur High School, Shiggon.",Haveri,Piece Contractor,House wife,Construction / Real Estate,Not Given,37,M,IND,143,0.083589557735249,GEN
2315,Shiggaon,Mohan Hittanagi,,,,,,,,,,,33,M,IND,111,0.0648842021581304,GEN
2316,Shiggaon,Mahabubakhan Pathan,0,22235000,5000000,Primary Education,"7th Pass, Govt.K.G. School, Hirebendigere. Year 1977",Haveri,Business Agriculture,House Wife,"Business / Entrepreneurship, Agriculture / Farming",Cound't Classify,53,M,IND,102,0.0596233209020657,GEN
2317,Shiggaon,Parameshi Shetibar,0,1900000,,Higher Secondary Education,PUC FROM S.R.J V SHIGOON YEAR 2006 AND 10TH STD FROM GOVT. SCHOOL HUNAGUNDA,Haveri,Not Given,Not Given,Cound't Classify,Cound't Classify,32,M,IND,95,0.055531524369571,GEN
2318,Shikaripura,B S Yadiyurappa,3,65483377,253710,Higher Secondary Education,"EDUCATION- PRE UNIVERSITY COURSE ,COLLEGE-GOVERNMENT COLLEGE ,PLACE-MANDYA, UNIVERSITY-MYSORE UNIVERSITY, YEAR-1976",Shimoga,AGRICULTURIST,Not Given,Agriculture / Farming,Cound't Classify,75,M,BJP,86983,56.1604566027259,GEN
2319,Shikaripura,G B Malatesha,0,30637754,1350000,Higher Secondary Education,"PUC,Govt Pre University College,Shikaripura,1985-86",Shimoga,Agriculture and Business,"Agriculture,Housewife","Agriculture / Farming, Business / Entrepreneurship","Agriculture / Farming, Not Given",54,M,INC,51586,33.3064313062117,GEN
2320,Shikaripura,Holebasappa Balegar,0,43350000,22902358,Graduates,"B.COM FROM KARNATAKA UNIVERSITY, DARWARD YEAR 1985-86",Shimoga,AGRICULTURIST,Not Given,Agriculture / Farming,Cound't Classify,56,M,JD(S),13191,8.51675135424804,GEN
2321,Shikaripura,NOTA,,,,,,,,,,,,,NOTA,903,0.58302073177818,GEN
2322,Shikaripura,R S Chandrakantha,0,5558500,3565000,Secondary Education,"SSLC From Sri Maruti High School, Anaji, Hirekerur Taluk, Haveri District Year 1969",Shimoga,Private Bus Owner,Private Bus Owner,Transportation / Logistics,Transportation / Logistics,66,M,AAAP,693,0.44743451508558,GEN
2323,Shikaripura,Vinay K.C.Rajavath,1,8045573,805325,Graduates,"B.Sc. From Sahyadri Science College,Shivamoga,Kuvempu University, Year-2013-14",Shimoga,Social Work and Business,Not Given,"Social Work / Activism, Business / Entrepreneurship",Cound't Classify,25,M,IND,459,0.296352730770969,GEN
2324,Shikaripura,N Hanumegowda,1,9184590,2729162,Diploma Holders,"SSLC From Govt High School Yelahanka-1980, 1st PUC From Bangalore V.V.Pura College-1981, ITI-Instruments Mechanic-1983, Bangalore H.M.T watch Factory Apprentship Training 1986.",Shimoga,Representative in LIC,House Wife,Banking / Finance,Cound't Classify,54,M,IND,342,0.220811838613663,GEN
2325,Shikaripura,Koppalu Manjanna,1,32770000,2300000,Graduates,"B.Com ,LLB,Banumaiah college batch -1978-79",Shimoga,Agriculturist,Doctor,Agriculture / Farming,Medicine / Healthcare,60,M,IND,319,0.205961919642568,GEN
2326,Shikaripura,Koteshwara,0,760000,,Secondary Education,"SSLC,Govt Pre University College,1989",Shimoga,Press Reporter,Housewife,Media / Journalism,Education / Academia,44,M,IND,205,0.132357973438014,GEN
2327,Shikaripura,Anil M R,1,741000,,Vocational Training,"J.O.D.C ,Tharabalu Vidhya trust,Sirigare .Year-2001",Shimoga,Photographer,Housewife,Arts / Entertainment,Education / Academia,36,M,IND,202,0.130421027485263,GEN
2328,Shimoga,K S Eswarappa,5,103148136,20344184,Graduates,"B.COM , COLLEGE NAME- ACHARYA TULASI NATIONAL COMMERCIAL COLLEGE,SHIVAMOGGA UNIVERSITY- MYSORE UNIVERSITY, YEAR-1971-72",Shimoga,BUSINESS AND VENTURE,BUSINESS AND VENTURE,Business / Entrepreneurship,Business / Entrepreneurship,70,M,BJP,104027,60.3565916659897,GEN
2329,Shimoga,K B Prasanna Kumar,0,21640723,1894620,Graduates,"B.com, Acharya tulasi national collage,shivamoga, Mysore university 1987-88",Shimoga,Business partner,Canara bank SME branch employee,Business / Entrepreneurship,Banking / Finance,49,M,INC,57920,33.605254302192,GEN
2330,Shimoga,H N Niranjan,0,118816983,,Graduates,BE Civil from Bangalore University in 1981,Shimoga,Agriculturist,Medical Officer (D.H.O.),Agriculture / Farming,Medicine / Healthcare,59,M,JD(S),5796,3.36284623507432,GEN
2331,Shimoga,NOTA,,,,,,,,,,,,,NOTA,875,0.507676062058321,GEN
2332,Shimoga,Ravikishan,1,13365494,2281848,Secondary Education,S.S.L.C Govt. Junior College Sagar 1980,Shimoga,Handicraft Dealer,Not Given,Hospitality / Tourism,Cound't Classify,55,M,IND,671,0.38931501444701,GEN
2333,Shimoga,A Yaseen Mubarak,0,3250000,,Unknown,Unknown,Shimoga,Business,Not Given,Business / Entrepreneurship,Cound't Classify,37,M,IND,598,0.346960325841001,GEN
2334,Shimoga,G.Narasimhamurthy (Babanna),0,65462729,5700000,Postgraduates,"LLB From CBR National Law College, Kuvempu University In 1997",Shimoga,Agricultural landlord,tailoring,Agriculture / Farming,Arts / Entertainment,47,M,IND,572,0.331875094282697,GEN
2335,Shimoga,Mohammed Yusuf Khan,0,2315000,200000,Secondary Education,7Th Fail Govt Urdu Model Higher Primary Boys Middle School B H Road Shivamogga 1976,Shimoga,Petty Businessman Social Worker,Housewife,"Business / Entrepreneurship, Social Work / Activism",Education / Academia,50,M,AIMEP,397,0.230339881871032,GEN
2336,Shimoga,Shafinaz Begam,0,350000,,Unknown,Unknown,Shimoga,Business,Marketing,Business / Entrepreneurship,Business / Entrepreneurship,38,F,IND,327,0.189725796906367,GEN
2337,Shimoga,Dr.Narendra P.L.,0,12882888,,Doctorates,MBBS MD From V M Govt Medical College Solapur in 2000,Shimoga,Vice Principal,Not Given,Education / Academia,Cound't Classify,47,M,IND,195,0.113139236687283,GEN
2338,Shimoga,Go.Ramesh Gowda,3,2247804,140000,Graduates,B.A Basveshwara Degree College Shivamoga Kuvempu university 2000,Shimoga,Animal Husbandry And Business,Housewife,"Agriculture / Farming, Business / Entrepreneurship",Education / Academia,42,M,JANSAMAP,152,0.0881905844947027,GEN
2339,Shimoga,S Vasanthakumar,0,3875000,,Literate,D V S HIGHER PRIMARY SCHOOL,Shimoga,VEGETABLE COMMISSION AGENT,HOUSE WIFE,Business / Entrepreneurship,Not Given,34,M,IND,120,0.0696241456537127,GEN
2340,Shimoga,Noor Ahmed N.,0,27540,,Postgraduates,M.S Kuvempu University Shankar Gatta Year 2014,Shimoga,JOBLESS,Not Given,Unknown,Cound't Classify,27,M,IND,118,0.0684637432261508,GEN
2341,Shimoga,B.S.Srinath (Chenny),0,1000000,,Secondary Education,"Sharadhadevi High School, Shimoga",Shimoga,Contractor,House Wife,Consulting / Advisory,Cound't Classify,46,M,IND,112,0.0649825359434651,GEN
2342,Shimoga,M.Ramesh,0,4710000,2400000,Postgraduates,"B.A, .L.L.B",Shimoga,Lawyer,Not Given,Law / Judiciary,Cound't Classify,58,M,RPSN,101,0.0586003225918748,GEN
2343,Shimoga,B.Channabasappa,0,1233502,190000,Unknown,Unknown,Shimoga,Business(Advertisement Agency),House Wife,Business / Entrepreneurship,Cound't Classify,44,M,IND,77,0.0446754934611323,GEN
2344,Shimoga,Chandrashekhar H G,0,5530000,,Graduates,B.A and LLB D V S College Simoga,Shimoga,"Animal Breeding and Agriculchar,Business",House wife,"Agriculture / Farming, Business / Entrepreneurship",Not Given,36,M,IND,73,0.0423546886060085,GEN
2345,Shimoga,Surekha.P.V.,,,,,,,,,,,47,F,PBI,67,0.0388734813233229,GEN
2346,Shimoga,Khaja Gareebun Nawab.M,0,768000,20000,Higher Secondary Education,P.U.C From Syadhri Science College in 1982-83,Shimoga,B.B.M.P Member,Not Given,Politics / Public Service,Cound't Classify,52,M,IND,59,0.0342318716130754,GEN
2347,Shimoga,M.Samiulla,0,3351276,,Higher Secondary Education,7th Standard Govt Urdu High school Shirlakopa 1976-77,Shimoga,Contractor,Housewife,Consulting / Advisory,Education / Academia,58,M,NAC,52,0.0301704631166088,GEN
2348,Shimoga,Ashok Dodda Thalavar,0,10000,,Secondary Education,English Medium School Hovendagali Ballari,Shimoga,Bar Builder R C C,Not Given,Construction / Real Estate,Cound't Classify,28,M,IND,45,0.0261090546201422,GEN
2349,Shimoga Rural,K B Ashoka,0,76302278,5063944,Postgraduates,"M.Sc FROM MYSORE UNIVERSITY IN1992, B.Ed FROM KUVEMPU UNIVERSITY IN 1999",Shimoga,Business and Social work,Business and house wife,"Business / Entrepreneurship, Social Work / Activism",Business / Entrepreneurship,51,M,BJP,69326,40.2477822674283,SC
2350,Shimoga Rural,Sharada Puryanaik,0,51694591,10666460,Higher Secondary Education,"PUC 1st Year Pass From DVS Senior College, Shimoga in the yr 1987-88",Shimoga,Petrol Bank Partnership Orgnisation,Not Given,Business / Entrepreneurship,Cound't Classify,47,F,JD(S),65549,38.055013701175,SC
2351,Shimoga Rural,Srinivas S.K.,0,7294846,,Postgraduates,"MBBS 2008-09, KS Hegade College, Mangalore",Shimoga,Doctor,Doctor,Medicine / Healthcare,Medicine / Healthcare,39,M,INC,33493,19.444637963866,SC
2352,Shimoga Rural,NOTA,,,,,,,,,,,,,NOTA,1328,0.770981375690864,SC
2353,Shimoga Rural,Mamatha Rani,0,193000,,Doctorates,MA B.Ed -KSIU Mysore-2015,Shimoga,Tutor,Spoken Lecturer,Education / Academia,Arts / Entertainment,31,F,IND,951,0.552110909850912,SC
2354,Shimoga Rural,Manikanta B.L.,0,2212000,,Higher Secondary Education,"PUC in Graduate State College, Shimoga-2008-09",Shimoga,Self Employee Business,House Wife,Business / Entrepreneurship,Cound't Classify,26,M,IND,610,0.354140541544749,SC
2355,Shimoga Rural,S. Krishna,2,27845000,1640000,Graduates,Graduation 1999,Shimoga,Social Service,"Typist in Income Tax Office, Shimoga",Social Work / Activism,Not Given,46,M,AIMEP,570,0.330918210951651,SC
2356,Shimoga Rural,L.Rangaswamy,0,5300000,400000,Higher Secondary Education,PUC Syhadri Arts College Shimoga,Shimoga,Agriculturist,Anganvadi Work,Agriculture / Farming,Social Work / Activism,52,M,RPSN,421,0.244415029492359,SC
2357,Shirahatti,Ramappa Sobeppa Lamani,0,21040522,277402,Primary Education,"4th standard in Govt High School, Kundralli, Shirahatti Taluk, Gadag Dist.",Gadag,Agriculturist and social worker,House Wife,"Agriculture / Farming, Social Work / Activism",Cound't Classify,66,M,BJP,91967,57.2632063958556,SC
2358,Shirahatti,Ramakrishna Shidlingappa Doddamani,0,17490488,5732074,Primary Education,1 to 7 th std taluk boys primary school,Gadag,farmer,home maker,Agriculture / Farming,Not Given,62,M,INC,61974,38.5880799980075,SC
2359,Shirahatti,NOTA,,,,,,,,,,,,,NOTA,1209,0.752783243256706,SC
2360,Shirahatti,Chandrakant Subhas Kadrolli,4,6750000,1090000,Diploma Holders,Diploma In Electrician,Gadag,Business and Civil Contractor,Govt. Employee,"Business / Entrepreneurship, Construction / Real Estate",Unknown,40,M,BSP,939,0.584667878757689,SC
2361,Shirahatti,Arunkumar Veeranna Tirlapur,0,25000,,Postgraduates,"M.A (Political Science), BEd in Kuvempu Muktha University(2014).",Gadag,Journalist,Not Given,Media / Journalism,Cound't Classify,33,M,JAHP,867,0.539837114891285,SC
2362,Shirahatti,Mallikarjun Yallappa Doddamani,0,616575,,Higher Secondary Education,PUC,Gadag,Agriculturist,Not Given,Agriculture / Farming,Cound't Classify,26,M,AIMEP,846,0.52676147543025,SC
2363,Shirahatti,Amruta Ratnakar Yeni,0,1162441,200000,Literate,6th Standard,Gadag,Housewife,Private Doctor,Education / Academia,Medicine / Healthcare,35,F,IND,651,0.405344823292072,SC
2364,Shirahatti,Rajvenkatesh Devaraj Karabhari,0,65000,,Higher Secondary Education,"10th standard in Nagarasabhe College, Gadag(1996) and PUC in Jagadguru Tontadarya College, Gadag(2005).",Gadag,Own Business,Not Given,Business / Entrepreneurship,Cound't Classify,39,M,RCMP,573,0.356778162436801,SC
2365,Shirahatti,Duragappa Laxmappa Harijan,0,192000,,Unknown,Unknown,Gadag,Social Service,Agriculturist,Social Work / Activism,Agriculture / Farming,36,M,IND,539,0.335608079499887,SC
2366,Shirahatti,L Narayanaswamy,2,556000,450000,Graduates,"B com, Usmania College, Kurnool(1980).",Gadag,Social Service,Housewife,Social Work / Activism,Education / Academia,60,M,BRPP,522,0.325023038031431,SC
2367,Shirahatti,Geeta W O. Krishan Naik,0,75000,,Secondary Education,"10th Standard in Basaveshwara High School, Bagalkot.",Gadag,Social Service,Social Service,Social Work / Activism,Social Work / Activism,46,F,NCP,267,0.166247416004582,SC
2368,Shirahatti,Kumar Bheemeshappa Lamani,0,2350000,,Higher Secondary Education,"PUC in Nagarasabhe College, Gadag(2001-02) and Jagadguru Tontadarya College, Gadag(2005).",Gadag,Journalist,Not Given,Media / Journalism,Cound't Classify,37,M,BBKD,250,0.155662374536126,SC
2369,Shivajinagar,Rizwan Arshad,,,,,,,,,,,,M,INC,49890,,GEN
2370,Shivajinagar,M. Saravana,,,,,,,,,,,,M,BJP,36369,,GEN
2371,Shorapur,Narasimhanayak,0,84590840,,Higher Secondary Education,PUC in Vijaya College Kalburgi in Year 1997,Yadgir,Politics And Social Work,Housewife,"Politics / Public Service, Social Work / Activism",Education / Academia,39,M,BJP,104426,52.9554352015253,ST
2372,Shorapur,Raja Venkatappa Naik,1,172571183,7930000,Graduates,"M.B.B.S.,M.R.Medical College Gulbarga 1981 (Not Completed )",Yadgir,Social Service,House Wife,Social Work / Activism,Cound't Classify,61,M,INC,81858,41.5109839956185,ST
2373,Shorapur,Raja Krishnappa Nayak,0,44512000,400000,Graduates,B.A PASS FROM V N COLLEGE HOSAPETE GULBARGA UNIVERSITY YEAR 2003,Yadgir,AGRICULTURIST,HOUSE WIFE,Agriculture / Farming,Not Given,38,M,JD(S),4796,2.4320980141585,ST
2374,Shorapur,NOTA,,,,,,,,,,,,,NOTA,1720,0.872228645611473,ST
2375,Shorapur,Raja Ramappa Nayak (Jeji),2,6400000,1800000,Graduates,"B.Com From Shri Prabhu College, Shorapur, Gulbarga, Gulbarga University, Year 2005",Yadgir,Agriculture,House wife,Agriculture / Farming,Not Given,45,M,AIMEP,1513,0.767256942331487,ST
2376,Shorapur,Yamanappa,0,310000,,Secondary Education,SSLC FROM S.P SCHOOL JANKOLLUR YEAR 1998,Yadgir,CHICKEN FARM AND SMALL BUSINESS,CHICKEN FARM AND HORTICULTURE,"Agriculture / Farming, Business / Entrepreneurship","Agriculture / Farming, Environmental Conservation",37,M,IND,795,0.403152193756465,ST
2377,Shorapur,Anilkumar,0,4663933,,Diploma Holders,"DIPLOMA IN MECHINACAL ENGG. FROM K.H.K ENGG, UNIVERSITY DARWARD YEAR 1992",Yadgir,AGRICULTURIST,HOUSE WIFE,Agriculture / Farming,Not Given,52,M,IND,772,0.3914886711698,ST
