,constituency,name,party,age,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category
2347,Chickpet,Syed Shazad Ahmed,IND,40.0,0.0,305200.0,,Primary Education,8TH FROM RBANMS AT BANGALORE,B.B.M.P(Central),REAL ESTATE,House Wife,Construction / Real Estate,Cound't Classify
2348,Sringeri,T D Rajegowda,INC,58.0,0.0,210165860.0,76900000.0,Graduates,B.COM Hali mangalore universiry kundapura -1980,Chikmagalur,Landowner Ploter,Landowner Ploter,Construction / Real Estate,Construction / Real Estate
2349,Varuna,T Basavaraju,BJP,56.0,0.0,4038465.0,650000.0,Graduates,"B Com, From-Mysore University , Year 1984-85",Mysore,Hotel Business,Teacher,Hospitality / Tourism,Education / Academia
2350,Chintamani,T C Venkateshreddy,IND,55.0,0.0,166609000.0,7800000.0,Diploma Holders,"Diploma Passed at MVJ Polytechnic, Bangalore yr 1985",Chikkaballapur,Agriculturist Business man,House Wife,"Agriculture / Farming, Business / Entrepreneurship",Cound't Classify
2351,Channapatna,T M Manchegowda,IND,73.0,0.0,2167000.0,80000.0,Secondary Education,"5th Pass From Government High School, Toutanahalli, Channapatna Taluk, Year 1958",Ramanagaram,Business,House wife,Business / Entrepreneurship,Not Given
2352,Hebbal,T Jaikumar,SHS,68.0,0.0,51660000.0,8300000.0,Graduates,"B.Com, LLB",B.B.M.P(North),"Retired senior,AG'S office ,advocate","Retired,senior,accounts","Law / Judiciary, Not Given",Unknown
2353,Tirthahalli,T Muneer,IND,42.0,0.0,1262807.0,300000.0,Secondary Education,"SSLC ,Govt Pre-University College, Tirthahalli",Shimoga,Business,House Wife,Business / Entrepreneurship,Cound't Classify
2354,Mulbagal,T M Narayanaswamy,IND,,0.0,870000.0,,Graduates,BA LLB FROM KENGAL HANUMANTHAPPA LAW COLLEGE K.G.F,Kolar,LAWYER,House Wife,Law / Judiciary,Cound't Classify
2355,Bommanahalli,T R Prasad,JD(S),49.0,0.0,9500000.0,4600000.0,Graduates,BE Computer Science Adichunchanagiri Institute Of Technology Chikamagalur Mysore University 2003,B.B.M.P(South),"Proffesor in Thanish Institute,Indranagar,Bangalore",Housewife,"Education / Academia, Hospitality / Tourism",Education / Academia
2356,Mulbagal,T R Manjunatha,IND,53.0,0.0,3409000.0,900000.0,Postgraduates,"B.Sc, B.D.S And M.D.S",Kolar,Dental Doctor,Not Given,Medicine / Healthcare,Cound't Classify
2357,K.R.Pura,Syed Taseen,All India Mahila Empowerment Party,29.0,0.0,3187015.0,800000.0,Secondary Education,"10th.incomplete,Studied at Vikasa High School,Rammurthy Nagar,Bangalore and left School In the Year 2006-07",B.B.M.P(North),Poultry Business,N.A,Agriculture / Farming,Cound't Classify
2358,Mulbagal,T R Shekar,IND,,0.0,875000.0,,Primary Education,9th Standard.,Kolar,Agriculturist and Social Service,House Wife,"Agriculture / Farming, Social Work / Activism",Cound't Classify
2359,Kampli,T H Suresh Babu,BJP,35.0,7.0,161183241.0,122236598.0,Graduates,"Bachelor of Engineering at Vijayanagar Engineering College, Visveswaraya Technological University in the year 2005",Bellary,Social Worker Politician,House wife,"Social Work / Activism, Politics / Public Service",Not Given
2360,Challakere,T Raghumurthy,INC,55.0,0.0,63746595.0,144081929.0,Graduates,"B.E( civil ) from Govt B.D.T College, Davangere , Mysore University Year 1985, PUC from Govt Science College, Chitradurga Year 1981",Chitradurga,Agriculture and Social Service,House Wife and Business,"Agriculture / Farming, Social Work / Activism",Business / Entrepreneurship
2361,Bagepalli,T. Ramappa,IND,50.0,0.0,20000.0,,Unknown,Unknown,Chikkaballapur,labour,Labour,Cound't Classify,Cound't Classify
2362,Sira,T.B.Jayachandra,INC,68.0,2.0,204037177.0,16167746.0,Graduates,Bachelor of Laws From Vidyodaya Law College Tamkur Bangalore University In 1972,Tumkur,Social Work Non Practicing Advance,Agricultural,Social Work / Activism,Agriculture / Farming
2363,Haliyal,T. R. Chandrashekhar Nair,IND,76.0,0.0,35385211.0,300000.0,Higher Secondary Education,"XI th , From Vivekananad High School Pullad Kerla",Uttara Kannada,Civil Contractor,Not Given,Construction / Real Estate,Cound't Classify
2364,Malavalli,T.C.Venkatesh,Rashtriya Manav Vikas Party,44.0,0.0,305000.0,,Higher Secondary Education,"PUC MUNICIPAL COLLAGE KANAKAPURA THALUK, BANGALORE GRAMANTHARA 1994",Mandya,BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given
2365,Doddaballapur,T.M.Venkataramanaiah,KPJP,61.0,0.0,9325000.0,50000.0,Diploma Holders,Dpharma govt phamacy college subbayya circle bangalore,Bangalore Rural,Not Given,Not Given,Cound't Classify,Cound't Classify
2366,Byatarayanapura,T S Prathap Kumar,IND,37.0,0.0,269000.0,,Graduates,"Bcom,1st Grade Government College,Chickballapur",Bangalore Urban,Agriculture,Housewife,Agriculture / Farming,Education / Academia
2367,Tiptur,T. Shivanag,IND,46.0,0.0,756360.0,50000.0,Graduates,"BA From pallagatti adavappa arts and commerce college 19925-96,D F A Vijayafilm orgainsation rajajinagar ,bangalore -1996-97",Tumkur,Agriculture,Not Given,Agriculture / Farming,Cound't Classify
2368,Bagepalli,T. S .Somashekar,IND,32.0,0.0,245000.0,,Graduates,"B.COM Graduate From National College Bagepalli, In the Year-2007-08.",Chikkaballapur,Small Business,Not Given,Business / Entrepreneurship,Cound't Classify
2369,Doddaballapur,T Venkataramanaiah,INC,57.0,0.0,189354272.0,22481700.0,Secondary Education,"SSLC in 1980 from Govt. High school Doddabelamangala Village, Doddabalapura taluk, Bangalore rural district",Bangalore Rural,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship
2370,Mulbagal,T V Balakrishna,IND,44.0,0.0,950000.0,40000.0,Higher Secondary Education,"BA.Government PU college ,Mulbagilu",Kolar,Agriculturist,Government School Teacher,Agriculture / Farming,Education / Academia
2371,Tiptur,T.N Kumaraswamy,IND,55.0,0.0,868564.0,,Literate,"SSLC Fail Govt boys high school,Tiptur",Tumkur,Barber,Housewife,Unknown,Education / Academia
2372,Malavalli,T.N.Satheesh Kumar,IND,37.0,0.0,17200500.0,,Secondary Education,10TH HAGALUR HIGHSCHOOL 1996,Mandya,AGRICULTURE,HOUSEWIFE,Agriculture / Farming,Not Given
2373,Yeshvanthapura,T.N.Javarayi Gowda,JD(S),59.0,3.0,2785372748.0,1051198252.0,Secondary Education,Completed SSLC.,Bangalore Urban,Business,HOUSE WIFE,Business / Entrepreneurship,Not Given
2374,Chintamani,T.S Sudhakarareddy,IND,47.0,0.0,935000.0,,Graduates,"BA Govt Frist Grade College Chitamani,Chikkaballapur Dist-1993",Chikkaballapur,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify
2375,Chamrajpet,Tabarak Shariff,IND,34.0,0.0,383069.0,,Literate,"7th Std. Government Primary Urdu School, Old Gurdalli Bangalore - 560026",B.B.M.P(Central),"Business , N.W.and Sons Forfeitures",Nill,Business / Entrepreneurship,Cound't Classify
2376,Basavanagudi,T.S.Madhuranath,IND,50.0,0.0,71905000.0,58500000.0,Graduates,B com. Year 1987 Banumaiah College Mysore CA Articles From CA Institute In 1991,B.B.M.P(South),Business,Salaried,Business / Entrepreneurship,Cound't Classify
2377,Nagthan,T. K. Dasar,IND,49.0,0.0,1930000.0,,Postgraduates,MA (POLITICAL SCIENCE) IN JNANABHARATHI BANGALORE UNIVERSITY IN 1999,Bijapur,SOCIAL WORKER,SENIOR HELPER,Social Work / Activism,Social Work / Activism
2378,Bagepalli,Tahseen Taj,SP,34.0,0.0,220000.0,,Illiterate,SSLC Failed,Chikkaballapur,House Wife,Real Estate,Cound't Classify,Construction / Real Estate
2379,Vijayanagara,T.S.Sheela,IND,59.0,0.0,1033000.0,165000.0,Higher Secondary Education,"PUC 1st Year from Vijayanagara College , Hospet, Year 1979",Bellary,House wife,Not Given,Not Given,Cound't Classify
2380,Kittur,Tangevva Adiveppa Iragar,All India Mahila Empowerment Party,48.0,0.0,143018.0,30000.0,Unknown,Unknown,Belgaum,SOCIAL WORKER AND PRESIDENT OF MAHILA SANGHA,Not Given,Social Work / Activism,Cound't Classify
2381,Narasimharaja,Tanveer Sait,INC,51.0,0.0,100413484.0,8334235.0,Graduates,"Bachelor of Business Management From Vidya Vardhaka College of Commerce Management, University of Mysore In 1992",Mysore,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship
2382,Raichur,Tanaji,IND,42.0,0.0,68000.0,,Primary Education,"Completed 1st and 2nd Class in Munnurvadi Village, Raichur Di, in 1987.",Raichur,Social Service And Sub Contractor,Housewife,Social Work / Activism,Education / Academia
2383,Kolar,Tanveer Ahmed,All India Mahila Empowerment Party,45.0,0.0,10240000.0,,Graduates,"B.E IN MECHINACAL,IIT,BANGLORE COMPLETED IN THE YEAR 1995-96 BANGLORE UNIVERSITY",Kolar,AGRILCULTURE,HOUSE WIFE,Agriculture / Farming,Not Given
2384,Tumkur Rural,Tajuddin Shariff,Welfare Party Of India,44.0,0.0,7626545.0,,Secondary Education,"SSLC NO 1706102944,STATION JUNE 2017 URDU EDUCATION BOARD",Tumkur,BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given
2385,Kudachi,Thavarasing Ramasing Rathod,SHS,53.0,1.0,9022000.0,80000.0,Secondary Education,"SSLC , S.S High School, Vijayapura",Belgaum,Agriculture and Social Work,Housewife,"Agriculture / Farming, Social Work / Activism",Education / Academia
2386,Bellary City,Tejesh Kumar. M. Patil,Bhartiya Bahujan Kranti Dal,30.0,0.0,4328258.0,,Graduates,"BE (Mechanical) In The Year-24.07.2012, From R.Y.M.E.C., College, Bellary.",Bellary,Business,Housewife,Business / Entrepreneurship,Education / Academia
2387,Kolar Gold Field,Thangaraj P,CPI(M),43.0,0.0,3746.0,,Postgraduates,B.Sc From KGF Frist Grade College Oorgaum KGF In 1997-2000 LLB From KGF Frist Grade College Oorgaum KGF In 2004-2007,Kolar,Social Activities,Not Given,Social Work / Activism,Cound't Classify
2388,Gangawati,Taluri Prasad,IND,47.0,0.0,21452207.0,6862000.0,Primary Education,4th Std pass in Govt. Primary School Banigola Taluk-1978-79 to 1981-82,Koppal,Business Agriculture,Business Agriculture,"Business / Entrepreneurship, Agriculture / Farming","Business / Entrepreneurship, Agriculture / Farming"
2389,Hubli-Dharwad Central,Takappa Kalal,IND,69.0,0.0,927166.0,,Primary Education,"4th Class,Govt Kannada School,Annageri. Year-1962",Dharwad,Business,Housewife,Business / Entrepreneurship,Education / Academia
2390,Bellary City,Tapal Ganesh,JD(U),52.0,2.0,5002000.0,400000.0,Secondary Education,"8TH PASS FROM MBSL HIGH SCHOOL, BELLARY, YEAR- 1982",Bellary,TRANSPORT BUSINESS,HOUSE WIFE,Transportation / Logistics,Not Given
2391,Rajarajeshwarinagar,Tejas Kumar K C,RPI,31.0,0.0,1021000.0,,Higher Secondary Education,"First PUC from Okaligarah Society Banglaore, Year-2003-05, East-West Institute of Technology Banglore,",B.B.M.P(Central),PRIVATE COMPANY,Not Given,Business / Entrepreneurship,Cound't Classify
2392,Kadur,Thimmegowda H G,IND,50.0,0.0,1794940.0,100000.0,Unknown,"IDSG Chikmagaluru ,13-5-1989",Chikmagalur,LIC agent kannada defense forum district president,House wife,"Banking / Finance, Military / Defense",Not Given
2393,Kundapura,Thekkatte Prakash Shetty,JD(S),37.0,0.0,1800000.0,850000.0,Secondary Education,"10th Pass, Govt PU Collage, Takkatte, Kundapura tq, Udupi Dist.",Udupi,Paint Shop,Housewife,Cound't Classify,Education / Academia
2394,Dharwad,Tirakappa Jamanal,JD(S),42.0,0.0,900000.0,,Primary Education,4TH CLASS IN THE YEAR 1987,Dharwad,CARPORATOR AND BUSINESS,Homemaker,"Law Enforcement / Security, Business / Entrepreneurship",Not Given
2395,Holalkere,Thippeswamy,Republican Sena,50.0,0.0,590000.0,,Graduates,"CPED From YMCA ,Bangalore In Year-1996-97",Chitradurga,Wage and Social Service,Houewife,Social Work / Activism,Not Given
2396,Chickpet,Thyagaraj,Republican Sena,34.0,0.0,316500.0,,Secondary Education,"SSLC From Unitd Mission High School Mission Road, Bangalore in 2002",B.B.M.P(Central),Self Employed and Social Activist,Not Given,"Business / Entrepreneurship, Social Work / Activism",Cound't Classify
2397,Belur,Tholachanayka B.D.,IND,36.0,0.0,4199794.0,1870216.0,Secondary Education,"9th Standard From Government High School, Halebedu.",Hassan,Business,House Wife,Business / Entrepreneurship,Cound't Classify
2398,Harihar,Thippesh L,IND,35.0,0.0,876000.0,7500.0,Secondary Education,10th From Govt Pre-University College Harihar,Davangere,social service,House wife,Social Work / Activism,Not Given
2399,Raichur Rural,Tipparaju Hawaldar,BJP,41.0,3.0,20748167.0,927750.0,Graduates,KSEB 1997 BA KARNATAKA UNIVERSITY 2003 BeD IN GULBARGA UNIVERSITY 2006,Raichur,AGRICULTURE AND SOCIAL SERVICE,WOMEN AGRICULTURE AND DISTRICT PANCHAYAT OFFICER,"Agriculture / Farming, Social Work / Activism","Agriculture / Farming, Social Work / Activism"
2400,Hirekerur,U B Banakar,BJP,58.0,0.0,26802118.0,300000.0,Graduates,B.A. L.L.B,Haveri,Lawyer and business,House wife,"Law / Judiciary, Business / Entrepreneurship",Not Given
2401,Badami,Tulasappa Dasar,IND,49.0,0.0,1930000.0,,Postgraduates,MA in Gnyana Bharathi Bangalore University passed yr 1999,Bagalkot,Social Worker,"Senior Assistant in High Court, Bangalore",Social Work / Activism,Law / Judiciary
2402,Bellary City,U. Urukundu,SHS,48.0,0.0,300000.0,,Primary Education,5th Pass.,Bellary,Car Business,Housewife,Business / Entrepreneurship,Education / Academia
2403,Chickpet,Uday B.Garudachar,BJP,58.0,0.0,1960885154.0,596992692.0,Graduates,Bachelor Of Engineering (Electronics) From Bangalore University In 1987,B.B.M.P(Central),Business,Business,Business / Entrepreneurship,Business / Entrepreneurship
2404,Hebbal,Umadevi,IND,46.0,6.0,670000.0,,Secondary Education,SSLC.,B.B.M.P(North),Social Service,Travels Business,Social Work / Activism,"Business / Entrepreneurship, Hospitality / Tourism"
2405,Belthangady,U.M. Syed Hassan,IND,54.0,0.0,19910000.0,19200000.0,Graduates,BA 1986 SDM College UJJER,Dakshina Kannada,Agriculture,Housewife,Agriculture / Farming,Education / Academia
2406,Karkal,Uday Kumar,BSP,41.0,1.0,911000.0,591000.0,Graduates,"PUC From Junior College, Kundapur, Year-1994-95, Degree From Bandarkars College, Kundapur, Year-1999-2000",Udupi,Journlist of Udayakranthi Monthly Newspaper,Not Given,Media / Journalism,Cound't Classify
2407,Raybag,Tyagaraj Paragonda Kadam,Karnataka Rajya Ryota Sangha,44.0,2.0,1989600.0,,Secondary Education,Completed 10th Standard.,Belgaum,Agriculturist and Social Worker,Housewife,"Agriculture / Farming, Social Work / Activism",Education / Academia
2408,Hangal,Udachappa Basavanneppa Uddanakal,IND,32.0,1.0,558710.0,407000.0,Technical/Professional Courses,Government ITI College Akilluru Year 2002 Jult,Haveri,self employee Business,housewife,Business / Entrepreneurship,Not Given
2409,Terdal,Umashree D Muninarasappa,INC,60.0,2.0,58308048.0,642641.0,Postgraduates,M.A From Karnataka State Open University Mysore In 2011,Bagalkot,Social Works Film Actor,Not Given,"Social Work / Activism, Arts / Entertainment",Cound't Classify
2410,Bhalki,Umesh,IND,46.0,0.0,6047000.0,2500000.0,Graduates,B.A LL.B(SPL).Year-2001,Bidar,Social Worker and Lawyer,Housewife,"Social Work / Activism, Law / Judiciary",Education / Academia
2411,Hunsur,Umesh,IND,50.0,0.0,222000.0,,Unknown,Unknown,Mysore,Labour,House wife,Cound't Classify,Not Given
2412,Moodabidri,Umanatha. A. Kotian,BJP,58.0,3.0,16083941.0,4712942.0,Secondary Education,SSLC 1979 SVS HIGH SCHOOL BANTVALA,Dakshina Kannada,BUSINESS,HOUSEWIFE,Business / Entrepreneurship,Not Given
2413,Yelahanka,Umesh B,Rashtriya Manav Vikas Party,51.0,0.0,416000.0,115000.0,Secondary Education,SSLC Karnataka High Shishak Mandali-1982,Bangalore Urban,Business,House Wife,Business / Entrepreneurship,Cound't Classify
2414,Byadgi,Umesh Yallappa Karigar,IND,33.0,0.0,260000.0,,Graduates,"B.A., B.Ped From Karnataka University Dharwad in 2009",Haveri,Farmer-Real-estate Consultant,Not Given,"Agriculture / Farming, Construction / Real Estate",Cound't Classify
2415,Hukkeri,Umesh Vishwanath Katti,BJP,57.0,0.0,277855843.0,58154039.0,Higher Secondary Education,"PUC 1st Year Pass from KLE Societies R L S College, Belgaum in 1979-80",Belgaum,Agriculturist and Industrialist,House wife Agriculturist,"Agriculture / Farming, Business / Entrepreneurship","Unknown, Agriculture / Farming"
2416,Mangalore,U T Abdul Khadar Ali Fareed,INC,49.0,0.0,24716913.0,,Postgraduates,B.A In 1994 LLB In 2003 From Mangalore University S.D.M. Law College Mangalore,Dakshina Kannada,Advocate,Business,Law / Judiciary,Business / Entrepreneurship
2417,Vijayanagara,Umesh.K,IND,34.0,0.0,23313.0,,Higher Secondary Education,"PUC 1 year from Sarakari Padvipurva Mahavidyalaya Chittwadgi, Hosapete",Bellary,BUSINESS,Not Given,Business / Entrepreneurship,Cound't Classify
2418,Chincholi,Umesh Gopaldev,INC,58.0,0.0,32655892.0,372641.0,Postgraduates,MS in General Surgery from Bangalore Medical College in 1991,Gulbarga,Doctor,Housewife,Medicine / Healthcare,Education / Academia
2419,Madhugiri,Udaya Kumara,IND,49.0,0.0,,,Graduates,"LLB , BACHELOR OF LAW , TUMKURU VIDODAYA LAW COLLEGE, PASSING DATE-2003-04",Tumkur,ADVOCATE,House wife,Law / Judiciary,Not Given
2420,Mulbagal,V Adinarayana,IND,40.0,0.0,152995177.0,35500000.0,Graduates,"Bachelor Of Arts (B.A) at National College, Bagepalli.",Kolar,Real Estate Consultant and developer,Business,"Construction / Real Estate, Business / Entrepreneurship",Business / Entrepreneurship
2421,Gauribidanur,V C Sachidananda Murthy,Bhaarateeya Janashakthi Congress,58.0,0.0,39728000.0,,Postgraduates,"B.Sc From Govt. Science College Bangalore University In 1980, M.A From University In 1982 LLB From V.V. Puram Law College Bangalore In 1985",Chikkaballapur,Self Employed Retired Govt. Employee,Lecturer,Unknown,Education / Academia
2422,Muddebihal,V P Rakshith,Namma Congress,28.0,1.0,260043359.0,123404716.0,Postgraduates,"MBA From Bhagavan Mahaveer Jain College Bangalore B.Com In 2011 From Indo Asian Academy, Bangalore University",Bijapur,Business,Not Given,Business / Entrepreneurship,Cound't Classify
2423,Kolar Gold Field,V Muniswamy,KPJP,55.0,0.0,13975500.0,1500000.0,Primary Education,6th From Govt Tamil Higher Primary Schhol Kolar Gold Field In 1969-1970,Kolar,Construction Business,Not Given,Construction / Real Estate,Cound't Classify
2424,Varuna,Umesha C,Karnataka Jantha Paksha,40.0,0.0,4775000.0,1300000.0,Primary Education,"Banumaya High School, Year-1992",Mysore,Wage Woeker,Housewife,Unknown,Education / Academia
2425,Bagepalli,Uttamkumar. V,IND,43.0,0.0,30000.0,,Primary Education,5th Standard,Chikkaballapur,Not Given,Not Given,Cound't Classify,Cound't Classify
2426,Kolar Gold Field,V Rajappa,All India Mahila Empowerment Party,58.0,0.0,3625723.0,200000.0,Secondary Education,SSLC RLH School 1975,Kolar,Agriculture,Housewife,Agriculture / Farming,Education / Academia
2427,Bommanahalli,V Madesha,IND,41.0,0.0,603949.0,,Graduates,"BA (correspondence),bengaluru university",B.B.M.P(South),Cable Operator,Housewife,Transportation / Logistics,Education / Academia
2428,Bangalore South,V Chethan,Kannada Paksha,32.0,0.0,9415000.0,950000.0,Graduates,"B.com From APSC College, NR Colony",Bangalore Urban,Business,Self Employed,Business / Entrepreneurship,Business / Entrepreneurship
2429,Padmanaba Nagar,V K Gopal,JD(S),53.0,2.0,465191132.0,232409083.0,Secondary Education,Karnataka secondary education board 1981-1982,B.B.M.P(South),Home rent and private business,agriculture and house wife,"Business / Entrepreneurship, Construction / Real Estate","Agriculture / Farming, Social Work / Activism"
2430,Chitradurga,V S Bhutharaj,IND,30.0,0.0,700000.0,100000.0,Postgraduates,"M.B.A -2014 ,Vishveshwaraiya Enginering College ,Belgavi ,S.B.I.T College ,Bangalore",Chitradurga,Agriculturist,Not Given,Agriculture / Farming,Cound't Classify
2431,Varuna,V Siddaraju,IND,37.0,0.0,10000.0,30000.0,Postgraduates,"D.Ed Vijayanagara Teachers Training College, Bangalore, 2006-2007, D.F.D from Manasa Gagothri Mysore 2010-2011",Mysore,Social service,Not Given,Social Work / Activism,Cound't Classify
2432,Mulbagal,V Srinivas,IND,44.0,0.0,5000000.0,850000.0,Secondary Education,6th class,Kolar,farmer,housewife,Agriculture / Farming,Not Given
2433,Mahadevapura,V Srinivasa,IND,43.0,0.0,7127000.0,,Secondary Education,"10th incomplete From Shree Channakeshwara High School Bidarahalli Bangalore,1994-95",Bangalore Urban,Self Employment,House wife,Business / Entrepreneurship,Not Given
2434,Govindraj Nagar,V Somanna,BJP,67.0,1.0,529229341.0,21725189.0,Graduates,"BA IN V.V Puram Evening college, Vishweshwarapuram, Bangalore-1971-72 to 1973-74",B.B.M.P(South),"The current procedure council member, Karnataka",Agriculturist,Politics / Public Service,Agriculture / Farming
2435,Hosakote,V Shamanna,IND,49.0,0.0,16325000.0,1850000.0,Secondary Education,"SSLC, From Kaggadasapura Govt. School",Bangalore Rural,Agriculture,House wife,Agriculture / Farming,Not Given
2436,Mulbagal,V Marappa,IND,44.0,0.0,970000.0,250000.0,Graduates,"B.A. From Govt. Boys College, Kolar",Kolar,Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming
2437,Mulbagal,V Ravikumar,Ambedkar Samaj Party,33.0,0.0,186000.0,,Secondary Education,"SSLC,VInayaka Vidya Kendra ,Mulbagal",Kolar,Agriculturist,Household,Agriculture / Farming,Not Given
2438,Kampli,V Shivashankrappa,CPI(M),50.0,0.0,2017947.0,900000.0,Graduates,"BA 2nd yr,Gulbarga University,1991-92",Bellary,Wage,Housewife,Unknown,Education / Academia
2439,Mangalore,Usman,All India Mahila Empowerment Party,45.0,0.0,6519000.0,3500000.0,Primary Education,Completed 5th standard in Kaikamba Rosa Mistika High Primary School.,Dakshina Kannada,Social Worker,Housewife,Social Work / Activism,Education / Academia
2440,Channagiri,Vadnal Rajanna,INC,66.0,0.0,191502141.0,,Higher Secondary Education,P.U. From Govt science college shivamoga in 1969,Davangere,Agriculture and Nut business,Agriculture,Agriculture / Farming,Agriculture / Farming
2441,Bhalki,Vaijinath Shapure,IND,25.0,0.0,146214.0,,Secondary Education,"10 th SSLC From Govt. High School ,K Chincholi ,Year-2011",Bidar,Business,Not Given,Business / Entrepreneurship,Cound't Classify
2442,Mahadevapura,V Uma,Karnataka Jantha Paksha,37.0,0.0,660100.0,,Graduates,"BA From,Kamalabai College Shivajinagar Bangalore In 1998",Bangalore Urban,Housewife,Job,Education / Academia,Unknown
2443,Sidlaghatta,V. Muniyappa,INC,70.0,0.0,83191618.0,5100000.0,Graduates,B.S.E.. in Vishwavidyalaya Bangalore,Chikkaballapur,Agriculturist Business,House Wife,"Agriculture / Farming, Business / Entrepreneurship",Cound't Classify
2444,Gandhi Nagar,V. Narayanaswamy,JD(S),63.0,0.0,438437470.0,17944146.0,Postgraduates,"BA Degree in 2001 At Jagajeevanram College Bangalore ,LLB In 2010 Babu JagajivanRAm Degree College Universoity",B.B.M.P(Central),Social Worker,Social Worker,Social Work / Activism,Social Work / Activism
2445,Bagepalli,V. Narasimhamurthy,Lok Awaz Dal,36.0,0.0,251000.0,,Graduates,BA LLB,Chikkaballapur,Lawyer,Not Given,Law / Judiciary,Cound't Classify
2446,Narasimharaja,Vaalmiki Ningaraju,IND,51.0,0.0,342000.0,500000.0,Unknown,Unknown,Mysore,Director(Movie),Housewife,"Arts / Entertainment, Hospitality / Tourism",Education / Academia
2447,Karkal,V. Sunil Kumar,BJP,42.0,1.0,29189224.0,,Graduates,"BE ,Kuvempu University, Nilaya in 1997",Udupi,"Agriculturist , Factory",Housewife,Agriculture / Farming,Education / Academia
2448,Gandhi Nagar,V. Nagaraj,IND,57.0,15.0,44043000.0,4648611.0,Primary Education,"Has Completed 7th standard in Sevashrama Middle School, Shrirampura, Bengaluru",B.B.M.P(Central),Business,Homemaker,Business / Entrepreneurship,Not Given
2449,Belgaum Dakshin,Vardhman Devendra Gangai,IND,36.0,0.0,13389718.0,1984876.0,Secondary Education,SSLC from Nemavva Kudachi high school Belagavi in 1998,Belgaum,Business,Not Given,Business / Entrepreneurship,Cound't Classify
2450,Chittapur,Valmiki,BJP,70.0,0.0,67838174.0,9068341.0,Higher Secondary Education,"PUC from Govt. Junior College, Yadgir in 1976",Gulbarga,Ex-MLA,Household,Politics / Public Service,Not Given
2451,Chamaraja,Vasu,INC,65.0,3.0,167565726.0,21104000.0,Postgraduates,M A,Mysore,Agriculture and Kannada daily newspaper publication,Not Given,"Agriculture / Farming, Media / Journalism",Cound't Classify
2452,Chintamani,Vani Krishnareddy,INC,46.0,0.0,10789782.0,450000.0,Graduates,"B.A in Maharani College, Bangalore",Chikkaballapur,"President of Karakushala Development, Bangalore",Unemployee,Social Work / Activism,Cound't Classify
2453,Bellary City,Valisab. P.,IND,67.0,0.0,20800.0,,Literate,"6th Pass, Shri Venkateshwara Higher Elementry School, B.P. Bellary.",Bellary,Social Worker,Housewife,Social Work / Activism,Education / Academia
2454,Jamkhandi,Vasudev Paras,SHS,38.0,0.0,12292000.0,,Secondary Education,10th Pass,Bagalkot,Contractor,Household work,Consulting / Advisory,Not Given
2455,Nagamangala,Vasim Ulla Khan,All India Mahila Empowerment Party,30.0,0.0,247500.0,40000.0,Primary Education,"7th Standard From Government Urdu School, Nagamangala In the year 2000-01.",Mandya,Business,House Wife,Business / Entrepreneurship,Cound't Classify
2456,Mahalakshmi Layout,V. Pasanna Kumar,IND,46.0,0.0,11096926.0,,Graduates,B.COM (Bachuler Of Commerce) From Bangalore University in the Year 1993,B.B.M.P(North),Tax Consultant,"Saree Business , Tailoring and Embroidering",Business / Entrepreneurship,"Business / Entrepreneurship, Arts / Entertainment"
2457,Hagaribommanahalli,V.Hanumanthappa,AIFB,63.0,0.0,1300000.0,500000.0,Secondary Education,S S L C FROM SHREEBASAWESHWARA RURAL HIGHSCHOOL THORANAGALLU,Bellary,BUSINESS,House Wife,Business / Entrepreneurship,Cound't Classify
2458,Jevargi,Vakil Patel S O Khajapatel,IND,44.0,0.0,809000.0,,Primary Education,7 th Class,Gulbarga,Social Service,Wage and House wife,Social Work / Activism,Not Given
2459,Chamarajanagar,Vatal Nagaraj,Kannada Chalavali Vatal Paksha,69.0,1.0,155936669.0,1681538.0,Secondary Education,SSLC,Chamarajnagar,Not Given,Not Given,Cound't Classify,Cound't Classify
2460,Kalghatgi,Veerupakshi Basavantappa Badiger,Sarva Janata Party,58.0,0.0,642039.0,,Unknown,Unknown,Dharwad,Carpenter,Household work,Cound't Classify,Not Given
2461,Ranibennur,Veeranagouda Channaveeragouda Patil,IND,73.0,0.0,54789000.0,2364000.0,Technical/Professional Courses,"B.E IN CIVIL ENGINEERING FROM KARNATAKA UNIVERSITY DARWAD YEAR- 1967 AND BOMARADDI COLLEGE OF ENGINEERING VIDYANAGAR , HUBBALLI",Haveri,"ASSET,LIFE INSURANCE REPRESENTATIVE, CONSTANT EVALUATION,","HOUSE WIFE, ASSET,SMALL EMPLOYE",Banking / Finance,Business / Entrepreneurship
2462,Yelburga,Veeranagouda,JD(S),69.0,0.0,5360640.0,843200.0,Secondary Education,SSLC IN THE YEAR 1966 AT BHOOMAREDDY SCHOOL GAJENDRAGADA,Koppal,AGRICULTURIST,AGRICULTURIST,Agriculture / Farming,Agriculture / Farming
