,constituency,name,party,age,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category
1985,Kolar,R. Varthur Prakash,IND,47.0,0.0,6643621.0,,Postgraduates,"BE from Dayanandsagar College of Engineering in 1987, PUC II Sri Sathya Sai Institute of Higher Learning in 1983",Kolar,social service,house wife,Social Work / Activism,Not Given
1986,Davanagere South,R. Malatesh (Guptha),NPP,48.0,0.0,480000.0,,Unknown,Unknown,Davangere,Bussiness,House wife,Business / Entrepreneurship,Not Given
1987,Doddaballapur,R. Chandra Thejaswi,CPM,52.0,0.0,739000.0,,Graduates,"B.A, B Ed.,Venkatapathappa college,chikkaballapur,bangalore university",Bangalore Rural,Farmer activist,House wife,"Social Work / Activism, Agriculture / Farming",Not Given
1988,Bagepalli,R. N. Raghunath Reddy,IND,50.0,0.0,695000.0,,Unknown,Unknown,Chikkaballapur,farmer,house wife,Agriculture / Farming,Not Given
1989,Chickpet,R. Vasanth Kumar,IND,43.0,0.0,77958.0,,Primary Education,"8th std,geleyana balagha,cubbon pet",B.B.M.P(Central),real estate consultant,house wife,Construction / Real Estate,Not Given
1990,Mayakonda,R. Vasantha Daginakatte,BSP,39.0,0.0,366413.0,,Secondary Education,"SSLC,govt junior college,badravathi,1989-90",Davangere,social worker,Not Given,Social Work / Activism,Cound't Classify
1991,Pulakeshinagar,R. Akhanda Srinivasa Murthy,JD(S),43.0,1.0,41195000.0,4400000.0,Higher Secondary Education,P.U.C.,B.B.M.P(North),SOCIAL WORKER,BBMP MEMBER,Social Work / Activism,Politics / Public Service
1992,Bagepalli,R Muniraju,KJP,54.0,0.0,3270000.0,,Higher Secondary Education,2nd PUC,Chikkaballapur,Social activist,House wife,Social Work / Activism,Not Given
1993,Padmanaba Nagar,R. Ashoka,BJP,55.0,4.0,262070695.0,19918743.0,Graduates,"B.Sc. From Bangalore University, VV Puram College of Science, in the year 1979-80, Second PUC-VV Puram College Bangalore during 1975-76",B.B.M.P(South),Agriculturist Public Servant,Agriculturist and homemaker,"Politics / Public Service, Agriculture / Farming",Agriculture / Farming
1994,Tirthahalli,R M Manjunatha Gowda,KJP,55.0,0.0,64428286.0,4399239.0,Graduates,"B.A, Thunga Mahavidyalaya, Thirthahalli 1979",Shimoga,Agricluture,Agriculture,Agriculture / Farming,Agriculture / Farming
1995,Hanur,R Narendra,INC,55.0,0.0,65468242.0,500000.0,Postgraduates,"M.A,LLB",Chamarajnagar,Farmer,Agriculture,Agriculture / Farming,Agriculture / Farming
1996,Rajaji Nagar,R.Manjula Naidu,INC,49.0,0.0,11516000.0,500000.0,Doctorates,"MA,MBA,LLB",B.B.M.P(Central),HOUSE WIFE and industrialist,COMPANY BUSINESS,"Not Given, Business / Entrepreneurship",Business / Entrepreneurship
1997,Rajaji Nagar,R.Harisharadya,BSRC,46.0,0.0,10284663.0,,Graduates,B.A. Passing Year 1986-89,B.B.M.P(Central),self employment,Not Given,Business / Entrepreneurship,Cound't Classify
1998,Vijayanagara,R.G. Immanvel,IND,27.0,0.0,919500.0,,Graduates,"BAMS,A. V Society, Ayurveda College,Bijapur-2010",Bellary,Not Given,Not Given,Cound't Classify,Cound't Classify
1999,Channagiri,R.Mamatha,BSP,33.0,0.0,96631.0,90000.0,Primary Education,"7th std govt school ,vinobhanagar ,davangere,1997-98",Davangere,cloth business,Not Given,Business / Entrepreneurship,Cound't Classify
2000,Gulbarga Dakshin,R.D. Kattimani,SJP(K),60.0,0.0,11611168.0,,Graduates,BE Mechanical and MBA Finance,Gulbarga,Retired from state public sector unit,House Maker,Politics / Public Service,Cound't Classify
2001,Melukote,R.Manjunatha,IND,31.0,0.0,170000.0,,Postgraduates,"LLB,Mysore university-2007",Mandya,Lawyer,Not Given,Law / Judiciary,Cound't Classify
2002,Hassan,R.G.Satish,BPP,41.0,0.0,320500.0,50000.0,Primary Education,"9th std,Bhudeshwar matt,Bidaradahalli",Hassan,"TV dish mechanic,social service",House wife,"Engineering / Technology, Social Work / Activism",Not Given
2003,Raichur Rural,R.Mallesh Naik,KJP,48.0,0.0,4134000.0,500000.0,Primary Education,7th pass sarakari hiriya prathamika shale,Raichur,AGRICULTURE,HOME MAKER,Agriculture / Farming,Not Given
2004,Hiriyur,R.Mohan Kumar Yadav,SP,34.0,0.0,100000.0,,Graduates,BA,Chitradurga,Agriculture,House wife,Agriculture / Farming,Not Given
2005,Rajaji Nagar,R.B.Shivakumar,IND,38.0,0.0,16198868.0,7975000.0,Primary Education,"7th Std. Govt School, Rajajinagr Bengalore",B.B.M.P(Central),Business,Business,Business / Entrepreneurship,Business / Entrepreneurship
2006,K.R.Pura,R.Papaiah Reddy,IND,70.0,0.0,44850000.0,,Graduates,"BA LLB,eislamiya law college,bangalore,1998",B.B.M.P(North),lawyer,house wife,Law / Judiciary,Not Given
2007,Nanjangud,R.Madesha,BSRC,40.0,0.0,3980000.0,,Unknown,Unknown,Mysore,Contracter,Goverment employee,Cound't Classify,Politics / Public Service
2008,Vijay Nagar,R.Ramesh,IND,46.0,0.0,10563000.0,1450000.0,Primary Education,9TH STANDARD CORPORATION SCHOOL BANGALORE,B.B.M.P(South),CABLE NETWORK BUSINESS,PROPRIETRIEX BUSINESS,Business / Entrepreneurship,Business / Entrepreneurship
2009,Shivajinagar,R.Roshan Baig,INC,59.0,0.0,197120057.0,40993806.0,Graduates,"B.Com R C Collage Bangalore, LL.B Government Law Collage Bangalore",B.B.M.P(Central),Social Worker,House Wife,Social Work / Activism,Cound't Classify
2010,Sira,R.Jayaramaiah,JD(U),66.0,0.0,11994700.0,508000.0,Technical/Professional Courses,"AMIE,sec-Astudentship 1972 LLE kolkata",Tumkur,retaired govt employee,Not Given,Unknown,Cound't Classify
2011,Narasimharaja,R.Ravindra Kumar,AIADMK,49.0,3.0,11690046.0,768256.0,Secondary Education,SSLC Malavalli Govt School Malavalli Course Completed Year 1980,Mysore,Business Man,House Wife,Business / Entrepreneurship,Cound't Classify
2012,Yeshvanthapura,R.S.Deepak Kumar,IND,39.0,0.0,12421000.0,,Higher Secondary Education,PUC Passed at Dayalanda Sagar College,Bangalore Urban,Pelty Business,House wife,Business / Entrepreneurship,Not Given
2013,K.R.Pura,R.Sathya Narayana,KJP,40.0,0.0,,,Higher Secondary Education,1st PUC bangalore College,B.B.M.P(North),Social worker,Not Given,Social Work / Activism,Cound't Classify
2014,Hebbal,R.Raghu,IND,37.0,0.0,3525000.0,,Unknown,bangalore 1999,B.B.M.P(North),business,business,Business / Entrepreneurship,Business / Entrepreneurship
2015,Mahadevapura,R.L.Srinivasa,IND,28.0,0.0,104500.0,,Secondary Education,"7th std pass,govt school, Rampura, 1982",Bangalore Urban,Labour,house wife,Cound't Classify,Not Given
2016,Khanapur,Rafique Khanapuri,INC,50.0,1.0,15860960.0,1000000.0,Unknown,Non Metric,Belgaum,AGRICULTURE AND TRADE,HOUSE WIFE,"Business / Entrepreneurship, Agriculture / Farming",Not Given
2017,Shanti Nagar,R.V. Ramesh Yadav,KJP,38.0,0.0,9750000.0,6071344.0,Postgraduates,"M.A. Kannada, Bangalore Open University",B.B.M.P(Central),Real Estate,Not Given,Construction / Real Estate,Cound't Classify
2018,Bommanahalli,R.Sharaschandra,JD(S),50.0,0.0,167391837.0,4000000.0,Graduates,"B.E. Electronics, Bangalore University Year of passing 1985",B.B.M.P(South),Business,Business,Business / Entrepreneurship,Business / Entrepreneurship
2019,Koppal,Raghavendra K.Basavaraj Hitnal,INC,34.0,0.0,15963607.0,924982.0,Higher Secondary Education,PUC GSS College Dharwad,Koppal,Business and Self employment,HOUSE WIFE and Business,Business / Entrepreneurship,Business / Entrepreneurship
2020,Sindgi,Rafiq Kane,IND,37.0,0.0,681181.0,,Higher Secondary Education,"puc,kedha college vijapura,1993-94",Bijapur,police (self retired),KHBSDC,Law Enforcement / Security,Cound't Classify
2021,Tumkur City,Rahamathshariff,IND,30.0,0.0,500000.0,,Secondary Education,S.S.L.C. Sree Siddhartha Residential High School,Tumkur,"Principle Owner in Tumkur Motor Driving School, Tumkur",Not Given,Business / Entrepreneurship,Cound't Classify
2022,Sarvagnanagar,Rahath Bee,NCP,45.0,0.0,150000.0,,Unknown,"islamiya school,shivajinagar,bangalore",B.B.M.P(North),social worker,flower business,Social Work / Activism,Business / Entrepreneurship
2023,Madikeri,Rafeek,IND,28.0,0.0,1050000.0,,Unknown,Unknown,Kodagu,"auto driver,social worker",Not Given,"Law Enforcement / Security, Social Work / Activism",Cound't Classify
2024,Ranibennur,R.Shankar,IND,48.0,2.0,931121837.0,292271910.0,Secondary Education,"(1980-81) at jyothi high school, kacharakanahalli, hennur main road thomas town bangalore -560084",Haveri,business,business,Business / Entrepreneurship,Business / Entrepreneurship
2025,Chickpet,R.V.Devaraj,INC,55.0,0.0,320838000.0,75677342.0,Graduates,"B.A FROM GURU GHASIDAS UNIVERSITY, BILASPUR (C.G), 2007",B.B.M.P(Central),Business,Housewife,Business / Entrepreneurship,Education / Academia
2026,Bidar,Raheem Khan,INC,47.0,0.0,69934931.0,,Higher Secondary Education,"PUC, II Year Science Department Of Pre University Education Bangalore Govt Junior College Bidar College Name 1985 Year Of Passing",Bidar,Social Worker Educationalist Agriculture,House Wife Agricultural,"Social Work / Activism, Education / Academia, Agriculture / Farming","Not Given, Agriculture / Farming"
2027,Krishnaraja,Rajaneesh.A.J.,IND,30.0,0.0,6599550.0,705600.0,Literate,Bachelor's Preparatory Program,Mysore,Timeshare membership sales through franchise of Sterling Holidays Resorts India Ltd.,Not Given,Hospitality / Tourism,Cound't Classify
2028,Raichur Rural,Raja Amareshwara Naik,JD(S),56.0,0.0,18855349.0,1033352.0,Graduates,"PUC, BA, LLB, -1976- 1979-1987",Raichur,Agriculture,House wife,Agriculture / Farming,Not Given
2029,Raichur Rural,Raja Rayappa Naik,INC,58.0,0.0,25514171.0,,Graduates,"BA,SJM Collage, mysore, VV -1978-79",Raichur,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
2030,Nagthan,Rahul Tippanna Bhaskar,IND,31.0,0.0,75000.0,90000.0,Postgraduates,"MBA,2010,vishweshwaraya technological univercity,belgum",Bijapur,social worker,Not Given,Social Work / Activism,Cound't Classify
2031,Yeshvanthapura,Rajamma,IND,40.0,0.0,7140000.0,,Secondary Education,"5th Std, Bangalore",Bangalore Urban,House Wife,Business,Cound't Classify,Business / Entrepreneurship
2032,Manvi,Raja Venkatappa Nayak,JD(S),43.0,2.0,9852050.0,1589857.0,Graduates,"B.A , 1993",Raichur,FARMER,House wife,Agriculture / Farming,Not Given
2033,Davanagere South,Rahmathulla K C,IND,59.0,0.0,3150000.0,,Secondary Education,"SSLC(1969) muncipal high school, Dhavangere",Davangere,social service and real estate Bussiness,House wife,"Business / Entrepreneurship, Social Work / Activism",Not Given
2034,Varuna,Rachappaji Biligerehundi,IND,39.0,0.0,240000.0,,Graduates,"(1992-93)vidyodhaya first grade college ,T.Narsi pura",Mysore,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
2035,Narasimharaja,R.Shivakumar,IND,30.0,0.0,2320000.0,354.0,Postgraduates,"MA,GD,BFA",Mysore,Artist,unmarried,Arts / Entertainment,Cound't Classify
2036,Sindhanur,Rajashekhar Patil,KJP,50.0,0.0,19584355.0,1604520.0,Higher Secondary Education,SA PA PU COLLAGE SINDANURU,Raichur,BUSINESS,no,Business / Entrepreneurship,Cound't Classify
2037,Gubbi,Rajanikanth B R,IND,31.0,0.0,5768000.0,,Postgraduates,"M com, kuvempu University-2011",Tumkur,student and farmer,Not Given,"Cound't Classify, Agriculture / Farming",Cound't Classify
2038,Hirekerur,Rajesh. B. Jolad,IND,31.0,0.0,200559.0,,Higher Secondary Education,Sangameswara PU College Hirekerur in 2000-02,Haveri,Electricals,Not Given,Engineering / Technology,Cound't Classify
2039,Arkalgud,Rajashekhara,JD(U),30.0,0.0,3600000.0,,Higher Secondary Education,"vidyashankara pre university college,Rudrapatna,Arakalgud taluk,2002-03",Hassan,Driving school owner,House wife,Transportation / Logistics,Not Given
2040,Hukkeri,Rajendra Babu Moshi,BSP,38.0,0.0,180000.0,,Graduates,"B.Com, LLB",Belgaum,Lawyer,House wife,Law / Judiciary,Not Given
2041,Tumkur City,Rajanikanth B.R.,IND,31.0,0.0,5768000.0,,Postgraduates,"MCom,kuvempu university,shimoga 2011",Tumkur,Agriculture and student,Not Given,Agriculture / Farming,Cound't Classify
2042,Gauribidanur,Rajashekar Madiga,BSP,35.0,0.0,12174250.0,1000000.0,Secondary Education,"SSLC in Sharadha Vidaya Mandira,Malleshwarm, Bangalore-1996",Chikkaballapur,SOCIAL SERVICE,HOUSE WIFE,Social Work / Activism,Not Given
2043,Bantval,Rajesh Naik Ulipady,BJP,55.0,0.0,138773180.0,10735616.0,Graduates,"BSC IN JSS COLLEGE, MYSORE",Dakshina Kannada,FARMER AND BUSINESS,FARMER AND HOUSE WIFE,"Agriculture / Farming, Business / Entrepreneurship","Agriculture / Farming, Not Given"
2044,Belthangady,Rajashree S. Hegde,JD(S),47.0,0.0,1929500.0,,Primary Education,"S.D.M Ujire, year 1986",Dakshina Kannada,L.I.C. agent,Agriculture,Banking / Finance,Agriculture / Farming
2045,Turuvekere,Rajashekhara,BSRC,38.0,0.0,9941987.0,3929297.0,Graduates,BED IN HINDI MYSORE PARISHAD BANGALORE IN 1994,Tumkur,BISSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given
2046,Bijapur City,Rajesh Ravi Y Vallyapur,IND,40.0,0.0,13207500.0,,Diploma Holders,"BAMS ayurveda mahavidhyalaya,vijapura,2001",Bijapur,agriculture,Not Given,Agriculture / Farming,Cound't Classify
2047,Gulbarga Uttar,Rajgopal Reddy,BJP,52.0,0.0,35555000.0,2768401.0,Graduates,SB COLLEGE GULBARGA 1983-84,Gulbarga,BUSINESS,HOUSE HOLD BUSINESS,Business / Entrepreneurship,Business / Entrepreneurship
2048,Malleshwaram,Rajesh. P.,IND,42.0,0.0,7045000.0,2300000.0,Graduates,B.A. BEEMED UNIVERSITY 2002,B.B.M.P(North),private job,house wife,Cound't Classify,Not Given
2049,Kudachi,Rajkumar Mahadev Bhosale,IND,40.0,0.0,1722000.0,,Unknown,BNJ College Dandeli,Belgaum,Social work,Social work and H.H. work,Social Work / Activism,Social Work / Activism
2050,Sedam,Rajkumar Patil,BJP,38.0,2.0,69641470.0,3310128.0,Graduates,B.A NRUPA TUNGA UNIVERSITY SEDAM,Gulbarga,BUSSINESS,SELF OCCUPTION,Business / Entrepreneurship,Not Given
2051,Jayanagar,Rajesh.K.,BSRC,39.0,0.0,1430000.0,750000.0,Higher Secondary Education,1st PUC SLN College Bangalore In The Year 1991,B.B.M.P(South),"Social Worker,and BTPL labour contracter",House Wife,Social Work / Activism,Cound't Classify
2052,Humnabad,Rajshekar Baswaraj Patil,INC,49.0,1.0,37213729.0,2956625.0,Graduates,"Govt. Padavi East Boys College, Humnabad. Year 1982-83",Bidar,"Business,Agriculture and Social service",House Wife,"Business / Entrepreneurship, Agriculture / Farming, Social Work / Activism",Cound't Classify
2053,Sidlaghatta,Rajanna.G.A,IND,40.0,0.0,392500.0,,Literate,S.S.L.C. fail,Chikkaballapur,FARMER,house wife,Agriculture / Farming,Not Given
2054,Mahalakshmi Layout,Rajshree Muralidhar,LSP,40.0,0.0,34597640.0,,Diploma Holders,Diploma in Secretarial Practice from Davar's College of Management - 1992,B.B.M.P(North),Was Working as a Sr. Manager- Sales Customer Management in a Private Limited Company,Business,Business / Entrepreneurship,Business / Entrepreneurship
2055,Padmanaba Nagar,Rajkatte Manjunath. N,IND,39.0,1.0,10005000.0,1800000.0,Graduates,"B.Com jayanagar 4th block,bangalore",B.B.M.P(South),whole sale garments,house wife,Business / Entrepreneurship,Not Given
2056,Kagwad,Raju Annasab Patil,JD(U),32.0,0.0,1237564.0,,Secondary Education,"1998 , jugolu , KSS high school",Belgaum,Agriculture labour,Agriculture labour,Agriculture / Farming,Agriculture / Farming
2057,Chamarajanagar,Raju,IND,59.0,0.0,360000.0,,Unknown,"Holenarasipura high school,",Chamarajnagar,Photographer,teacher,Arts / Entertainment,Education / Academia
2058,Hubli-Dharwad West,Raju Kamble,BJD,29.0,0.0,11130.0,,Graduates,B.A and PGDCA In Karnataka University Dharwad in the year 2012,Dharwad,Student Social Work,Not Given,Social Work / Activism,Cound't Classify
2059,Raybag,Raju Bhimarao Kanagale,NCP,42.0,0.0,1780000.0,,Graduates,"B. com 1st year, (L.B khotha college, Sankeshwara-1988-89)",Belgaum,Semi govt. retired employee,govt. job,Unknown,Cound't Classify
2060,Varuna,Raju,ABHM,42.0,0.0,6600000.0,,Technical/Professional Courses,J.O.C. in Automobile (B. Com),Mysore,Business,House wife,Business / Entrepreneurship,Not Given
2061,Chikkodi-Sadalga,Raju Sambha Kamate,IND,40.0,0.0,4918000.0,605000.0,Higher Secondary Education,"G.S.E.S, English medium school, chikkodi, 1996",Belgaum,FARMER,House wife,Agriculture / Farming,Not Given
2062,Rajaji Nagar,Rakshith M,IND,26.0,0.0,131000.0,,Graduates,Pursuing 3rd Year BA,B.B.M.P(Central),Student,Not Given,Not Given,Cound't Classify
2063,Khanapur,Raju Kempanna Khatedar,JD(U),36.0,0.0,5245000.0,2025000.0,Graduates,"Marata Mandala college,Kanapur.1994-95",Belgaum,farmer Business,house wife,"Agriculture / Farming, Business / Entrepreneurship",Not Given
2064,Sindgi,Raju Talikoti,BSRC,49.0,0.0,10515000.0,1750000.0,Primary Education,4th pass,Bijapur,FILM ACTOR,RANGABUMEE KALAVEDHEE,Arts / Entertainment,Arts / Entertainment
2065,Shikaripura,Rajunaika,IND,35.0,0.0,10010699.0,2275000.0,Graduates,"BA,BES college,jayanagar",Shimoga,business,house wife,Business / Entrepreneurship,Not Given
2066,Aurad,Raju Kadyal,KMP,47.0,0.0,4360000.0,550000.0,Graduates,B.S.C. From BVB College Bidar During The Year 1989-90 And Affiliated To Gulbarga University Gulbarga,Bidar,Social Worker Agricultural,House Wife,"Social Work / Activism, Agriculture / Farming",Cound't Classify
2067,Haliyal,Raju Baburao Dhuli,BJP,48.0,0.0,6635000.0,1700000.0,Unknown,IN THE YEAR 1981,Uttara Kannada,AGRICULTURE,HOUSE WIFE,Agriculture / Farming,Not Given
2068,Kanakagiri,Rama Naik,BJP,48.0,0.0,5639723.0,779542.0,Secondary Education,"7th From Herejangal,Gangavathi,Koppal",Koppal,Agriculturist,Housewife,Agriculture / Farming,Education / Academia
2069,Bangarapet,Ramachandra,JD(S),54.0,0.0,1300000.0,4100000.0,Graduates,B.Com,Kolar,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
2070,Krishnaraja,Ramachandra,SJP(K),54.0,0.0,70100.0,40000.0,Primary Education,"7th pass,medona u.p school,kasaragod-1973-74",Mysore,catering contractor,House wife,Consulting / Advisory,Not Given
2071,Chiknayakanhalli,Ramachandraiah Baraguru,IND,54.0,0.0,,,Unknown,in 1978,Tumkur,BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given
2072,Devanahalli,Rama Naik,IND,63.0,0.0,550000.0,298000.0,Graduates,"B.COM , D. banumaiah college, mysore university, mysore in 1986",Bangalore Rural,social worker,teacher,Social Work / Activism,Education / Academia
2073,Nippani,Ramachandra Appanna Pujari,IND,,0.0,635000.0,200000.0,Secondary Education,"10th, atlla master school of atlla darvad 1969",Belgaum,RETAIRED TEACHER,House wife,Education / Academia,Not Given
2074,Mangalore City North,Ramachandra Baikampady,KJP,62.0,1.0,877000.0,5213636.0,Postgraduates,M.A. IN SANSKRIT,Dakshina Kannada,FISHERY,HOUSE WIFE,Agriculture / Farming,Not Given
2075,Kolar Gold Field,Ramachandrappa,SJP(K),36.0,0.0,7207912.0,,Higher Secondary Education,"1990 to 2000 Primary and High School, Tekal Village, Malur Taluk, 2010 PUC, Tekal Gov Pu Collage, Tekal Village, Malur Taluk and I.T.I.,K.G.F. Govt. College,K.G.F",Kolar,Public Help,House wife,Social Work / Activism,Not Given
2076,Chittapur,Ramadevi.R. Madgi,IND,34.0,0.0,3375000.0,0.0,Graduates,"B.A, L.L.B",Gulbarga,Lawyer,Not Given,Law / Judiciary,Cound't Classify
2077,Bagepalli,Ramanjaneya,IND,47.0,0.0,45000.0,,Graduates,BSC BED LLB MSC 2003 BANGLORE UNIVERCITY,Chikkaballapur,farmer,house wife,Agriculture / Farming,Not Given
2078,Raichur,Ramanna.R.H.J,LSP,60.0,0.0,950.0,709831.0,Higher Secondary Education,P.U.C. Passed Through Board Of Pre University Education Bangalore From L.V.D. College Raichur In The Year 1978,Raichur,Rtd Govt. Servant,House Hold,Politics / Public Service,Cound't Classify
2079,B.T.M.Layout,Ramalinga Reddy,INC,60.0,0.0,359370681.0,172517202.0,Graduates,"B.Sc. From Government Arts Science College, Bangalore, year of Passing 1975",B.B.M.P(South),Business,Family Business,Business / Entrepreneurship,Business / Entrepreneurship
2080,Madhugiri,Ramanjaiah. L,JD(U),46.0,0.0,700527.0,300000.0,Postgraduates,"BA LLB IN 2002 VIDHYODAYA LAW COLLAGE ,TUMKUR IN 2002",Tumkur,lawyer,house wife,Law / Judiciary,Not Given
2081,Belur,Ramanna,IND,68.0,0.0,9000000.0,2100000.0,Secondary Education,"govt high school ,Arsikere,1966-67",Hassan,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship
2082,Shorapur,Ramalingappa (Ramunayak),JD(U),29.0,0.0,702000.0,,Postgraduates,MA kannada university hampi,Yadgir,labour,labour,Cound't Classify,Cound't Classify
2083,Hadagalli,Ramanjaneya .T,IND,39.0,0.0,3920000.0,1600000.0,Postgraduates,"BE MTECH, NIE COLLAGE-Mysore",Bellary,SOFTWERE ENGINEER,house wife,"Engineering / Technology, Information Technology",Not Given
2084,Karwar,Ramanand Nayak,INC,65.0,0.0,3288429.0,360000.0,Postgraduates,"BA, LLB, (Special) Karnataka univercity Daravada",Uttara Kannada,Farmer and lawyer,House wife,"Law / Judiciary, Agriculture / Farming",Not Given
2085,Chikkodi-Sadalga,Ramagouda Patil,KJP,36.0,0.0,10911000.0,,Graduates,"BE- Architecture, Gulbarga University in the year of 2001",Belgaum,Social Service Class I Contractor,House wife,"Social Work / Activism, Consulting / Advisory",Not Given
2086,Kudligi,Ramappa,BJP,61.0,0.0,9956000.0,1120000.0,Postgraduates,MA M.S university tamilnadu,Bellary,Retired Government Official,Home maker,Politics / Public Service,Construction / Real Estate
2087,Sindgi,Ramesh Balappa Bhusanur,BJP,54.0,0.0,29033907.0,7500000.0,Graduates,S.B. College Bijapura in the year 1982,Bijapur,Not Given,Not Given,Cound't Classify,Cound't Classify
2088,Aland,Ramchandra Shankrao Patil,BSP,43.0,0.0,1700000.0,,Graduates,"B.Sc pass, 2010, Dr. Ambedkar University",Gulbarga,Agriculture,House wife,Agriculture / Farming,Not Given
2089,Kanakapura,Ramesh,IND,44.0,0.0,6324500.0,800000.0,Primary Education,"7th std maralegate mata,marale",Ramanagaram,agriculter,house wife,Agriculture / Farming,Not Given
2090,Honnali,Ramesh Jagathap D.V,IND,39.0,0.0,2833500.0,550000.0,Technical/Professional Courses,"Military college of Electronics and mechanical engineering(july 2004), All india council for technical education , New Delhi, ,march 2003",Davangere,EX SOLDIER,Railway Employee,Military / Defense,Transportation / Logistics
2091,Shirahatti,Ramappa Sobeppa Lamani,BJP,60.0,0.0,22565000.0,349125.0,Primary Education,"Govt. Primary School, Kundralli",Gadag,Social Service and Agriculture,Housewife,"Social Work / Activism, Agriculture / Farming",Education / Academia
2092,Ramdurg,Ramesh Hanamantappa Halli,BSRC,41.0,0.0,4278300.0,2100000.0,Graduates,"In 1999, krantiveera sangolli rayanna mahavidyalaya,gadaga.",Belgaum,Business,Housewife,Business / Entrepreneurship,Education / Academia
2093,Kolar Gold Field,Ramakka. Y,BJP,59.0,0.0,7370319.0,,Secondary Education,"SSLC from Govt High School, Kallubalu, Jigani, Anekal in 1968",Kolar,House wife,Agriculturer,Not Given,Agriculture / Farming
2094,Kagwad,Ramappa Bheemappa Huddar,IND,55.0,0.0,111500.0,150000.0,Secondary Education,"1975, kittur high school, athani",Belgaum,shetki,house wife,Cound't Classify,Not Given
2095,Shorapur,Ramanagouda Bhimarayagouda,IND,42.0,0.0,126000.0,,Higher Secondary Education,"govt. high scool, Shorapur",Yadgir,agriculturist,housewife,Agriculture / Farming,Not Given
2096,Jagalur,Rangaiah G,JD(S),74.0,0.0,235237500.0,,Unknown,"FAS USA, NEUROLOGY OF ACADEMY, IN THE YEAR 1976",Davangere,RETIRED PHYSICIAN,HOME MAKER,Unknown,Not Given
2097,Chincholi,Ramesh Yakapur,BJP,58.0,0.0,3829763.0,1033754.0,Graduates,"BA, Govt Degree College, Gulbarga",Gulbarga,Agriculturist,Not Given,Agriculture / Farming,Cound't Classify
2098,Bidar,Ramesh Kumar Pande,BJP,67.0,0.0,30358056.0,16408079.0,Secondary Education,SSLC Passed From Govt. High School Bidar In The Year 1963,Bidar,Business,House Wife,Business / Entrepreneurship,Cound't Classify
2099,Belgaum Uttar,Ramesh Laxman Kudachi,BSRC,61.0,0.0,33573306.0,,Graduates,"B.A. from RPD College, Tilakwadi, Belgaum in 1969-72",Belgaum,Business,House wife,Business / Entrepreneurship,Not Given
2100,Bommanahalli,Ramesh Reddy.B,KJP,40.0,0.0,36612500.0,,Higher Secondary Education,PUC VV PURAM CLG 1990-91,B.B.M.P(South),BUSINESS,House wife,Business / Entrepreneurship,Not Given
2101,Hangal,Ramu H. Yallura,IND,33.0,1.0,3232623.0,526880.0,Primary Education,6th in 1986 Kannada Boys school Hangal,Haveri,Cable Operator,House Wife,Transportation / Logistics,Cound't Classify
2102,Terdal,Ramesh Kesargoppa,BSRC,42.0,0.0,5915000.0,850000.0,Graduates,Bcom in1992 LALALAJAPATH RAI MAHARASHTRA,Bagalkot,AGRICULTURE,HOUSE WIFE,Agriculture / Farming,Not Given
2103,Kanakapura,Ramesh.D.C,IND,54.0,0.0,3993300.0,30000.0,Diploma Holders,D.M.E GOVERNMENT POLYTECHNIC CHANNAPATNA,Ramanagaram,FARMER,HOUSE WIFE,Agriculture / Farming,Not Given
2104,Arabhavi,Ramesh Utagi,INC,41.0,1.0,8823512.0,849370.0,Graduates,"B.Sc (Agri) during the year 1997 fron University of GRL Sciences,Dharwad",Belgaum,Contractor,"NIRMALA Trading in MS PETROL,HSD,LUBRICATNS",Consulting / Advisory,Banking / Finance
2105,Terdal,Ranganagouda Patil,JD(S),53.0,0.0,8480000.0,,Graduates,B.A in GSS collage at gokak,Bagalkot,AGRICULTURIST,HOUSE WIFE,Agriculture / Farming,Not Given
2106,Shravanabelagola,Rangaswamy.M.R. Mathighatta,BSP,35.0,0.0,1105000.0,,Graduates,"BA, PACC Thipatur in 2001",Hassan,Agricultural,No,Agriculture / Farming,Cound't Classify
2107,Aurad,Ratansing,IND,52.0,0.0,7412000.0,245000.0,Secondary Education,1985 IN BIDAR,Bidar,agriculture,HOUSE WIFE,Agriculture / Farming,Not Given
2108,Ron,Ranganagouda Vasudevagouda Patil,IND,36.0,0.0,60000.0,,Diploma Holders,DIPLOMA,Gadag,DAILY LABOUR,DAILY LABOUR,Cound't Classify,Cound't Classify
2109,Hubli-Dharwad West,Ratnakar Narayan Raikar,IND,62.0,0.0,9334000.0,32000.0,Graduates,BA,Dharwad,social worker,Not Given,Social Work / Activism,Cound't Classify
2110,Hiriyur,Rasheed Unnisa,IND,45.0,0.0,280000.0,,Graduates,"B.Com,Vani college ,Hiriyur",Chitradurga,House Wife,Not Given,Cound't Classify,Cound't Classify
2111,Mulbagal,Ranjith Kumar. T,SKP,26.0,0.0,31000.0,,Unknown,"pyara medicals,BA",Kolar,social worker,Not Given,Social Work / Activism,Cound't Classify
